"ID","NAME","Location ID","Location Name","LATITUDE","LONGITUDE","Comments","First Sample","Last Sample","Samples","Results"
"469","2025 BURRARD INLET SED SITES","E319251","BALACLAVA CSO","49.274735","123.174547","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","3/10/2020 11:10:00 AM","3/10/2020 11:10:00 AM","1","179"
"469","2025 BURRARD INLET SED SITES","E319252","BURRARD ST. CSO","49.287100","123.112291","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","3/9/2020 1:45:00 PM","3/9/2020 1:45:00 PM","1","175"
"469","2025 BURRARD INLET SED SITES","E319254","NEPTUNE TERMINALS EAST BAY","49.302511","123.049227","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","3/11/2020 11:14:00 AM","3/11/2020 11:14:00 AM","1","79"
"468","COWICHAN RIVER 2024A","0120808","COWICHAN RIVER; 300M ABOVE (PE247)","48.828000","124.027500"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","11/23/1976 10:30:00 AM","11/19/2024 10:36:00 AM","457","4602"
"468","COWICHAN RIVER 2024A","E206106","COWICHAN RIVER BELOW SOMENOS CREEK","48.772600","123.663300"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","2/13/1985 1:10:00 PM","4/15/2025 1:56:00 PM","1715","36150"
"468","COWICHAN RIVER 2024A","E206107","COWICHAN RIVER  400M BELOW PE-247","48.825800","124.021900"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","2/13/1985 11:50:00 AM","11/19/2024 11:05:00 AM","428","4799"
"468","COWICHAN RIVER 2024A","E206108","COWICHAN RIVER SOUTH SIDE AT COWICHAN L. WIER","48.824300","124.058900"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","2/13/1985 11:15:00 AM","4/24/2025 10:15:00 AM","352","6284"
"468","COWICHAN RIVER 2024A","E227752","COWICHAN RIVER AT STOLZ POOL","48.770861","123.891167"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","8/14/1997 12:30:00 PM","11/19/2024 1:17:00 PM","81","1787"
"468","COWICHAN RIVER 2024A","E234124","COWICHAN RIVER AT VIMY BEACH","48.762200","123.770000"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","10/2/1998","4/24/2025 12:10:00 PM","86","2359"
"468","COWICHAN RIVER 2024A","E234125","COWICHAN RIVER AT ALLENBY BRIDGE","48.771700","123.711700"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","10/2/1998","11/19/2024 10:55:00 AM","84","1679"
"468","COWICHAN RIVER 2024A","E284651","COWICHAN RIVER 500M D/S PE-1497","48.776972","123.674167"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","8/26/2010 11:15:00 AM","11/19/2024 12:15:00 PM","17","1062"
"468","COWICHAN RIVER 2024A","E286892","COWICHAN RIVER AT SANDY POOL","48.757264","123.835150"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","9/13/2011 2:00:00 PM","11/19/2024 9:37:00 AM","25","753"
"468","COWICHAN RIVER 2024A","E321011","COWICHAN RIVER AT LITTLE BEACH","48.831241","124.031221"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","8/24/2020 9:30:00 AM","4/24/2025 10:55:00 AM","9","702"
"468","COWICHAN RIVER 2024A","E332091","COWICHAN RIVER @ 70.2 MILE BRIDGE","48.803690","124.003490"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","7/19/2023 2:45:00 PM","11/19/2024 11:41:00 AM","21","547"
"468","COWICHAN RIVER 2024A","E333071","COWICHAN RIVER @ ROTARY PARK","48.772098","123.692150"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","10/26/2023 2:30:00 PM","4/24/2025 1:05:00 PM","24","1605"
"468","COWICHAN RIVER 2024A","E334444","COWICHAN RIVER AT HORSESHOE BEND","48.778714","123.947570"," (COPIED from group COWICHAN RIVER 2024.), ADDED LITTLE BEACH Created by Rosie Barlak on 2024-12-03","5/14/2024 11:38:00 AM","11/19/2024 12:45:00 PM","20","461"
"467","RDOS OK RIVER","E231928","RDOS OKANAGAN FALLS (ME-15578) JOHNSON LAKE D/S OF INFILTRATION","49.326300","119.551900","RDOS Okanagan river Created by Timothy Gray on 2024-10-02","7/10/2003 12:30:00 PM","3/20/2013 1:30:00 PM","5","219"
"467","RDOS OK RIVER","E251777","RDOS - OK FALLS STP - JOHNSON POND","49.327000","119.556000","RDOS Okanagan river Created by Timothy Gray on 2024-10-02","7/10/2003 12:00:00 PM","6/26/2013 2:30:00 PM","5","215"
"467","RDOS OK RIVER","E295990","RDOS AWWTP UPSTREAM","49.325000","119.569300","RDOS Okanagan river Created by Timothy Gray on 2024-10-02","3/13/2013 1:45:00 PM","3/13/2025 12:05:00 PM","462","6578"
"467","RDOS OK RIVER","E295991","RDOS AWWTP IDZ 100M","49.323100","119.567000","RDOS Okanagan river Created by Timothy Gray on 2024-10-02","3/13/2013 2:25:00 PM","3/13/2025 12:25:00 PM","477","7363"
"467","RDOS OK RIVER","E295992","RDOS AWWTP IDZ 500 M","49.320900","119.562600","RDOS Okanagan river Created by Timothy Gray on 2024-10-02","3/13/2013 2:50:00 PM","3/13/2025 12:35:00 PM","462","6575"
"465","HULLCAR SPLATSIN FN 2024","E301112","DEEP CREEK AT GULTCH RD","50.487550","119.202550","WQ STUDY IN HULLCAR VALLEY TWG, IN PARTNERSHIP WITH SPLATSIN FN AS PART OF THE WORKING GROUP TO ADDRESS NITRATE ISSUES IN THE VALLEY Created by Julie Porter on 2024-09-05","2/17/2015 10:48:00 AM","10/15/2024 11:45:00 AM","21","961"
"465","HULLCAR SPLATSIN FN 2024","E333852","KELA7SCEN MTN IDA CK D/S SCHOOLHOUSE RD","50.603806","119.227303","WQ STUDY IN HULLCAR VALLEY TWG, IN PARTNERSHIP WITH SPLATSIN FN AS PART OF THE WORKING GROUP TO ADDRESS NITRATE ISSUES IN THE VALLEY Created by Julie Porter on 2024-09-05","9/20/2024 9:41:00 AM","10/15/2024 10:03:00 AM","7","184"
"465","HULLCAR SPLATSIN FN 2024","E333952","DEEP CK @ GREYSTONE RD","50.590708","119.231625","WQ STUDY IN HULLCAR VALLEY TWG, IN PARTNERSHIP WITH SPLATSIN FN AS PART OF THE WORKING GROUP TO ADDRESS NITRATE ISSUES IN THE VALLEY Created by Julie Porter on 2024-09-05","9/20/2024 10:11:00 AM","10/15/2024 10:23:00 AM","8","268"
"465","HULLCAR SPLATSIN FN 2024","E333959","STEELE SPRINGS UPSTREAM OF WEIR","50.510058","119.215719","WQ STUDY IN HULLCAR VALLEY TWG, IN PARTNERSHIP WITH SPLATSIN FN AS PART OF THE WORKING GROUP TO ADDRESS NITRATE ISSUES IN THE VALLEY Created by Julie Porter on 2024-09-05","9/20/2024 11:27:00 AM","10/15/2024 11:23:00 AM","7","183"
"464","LOWER FRASER","E329613","FRASER RIVER AT ISLAND 22 PARK","49.194408","121.979645","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","8/30/2022 3:55:00 PM","11/19/2024 8:35:00 AM","14","1530"
"464","LOWER FRASER","E335464","FRASER RIVER NEAR SILVERDALE, MID-CHANNEL","49.155244","122.404920","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 12:00:00 PM","11/19/2024 11:45:00 AM","10","980"
"464","LOWER FRASER","E335465","FRASER RIVER NEAR TRANS-CANADA TRAIL AT PAGE RD, MID-CHANNEL","49.131549","122.220041","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 11:30:00 AM","11/19/2024 10:45:00 AM","10","980"
"464","LOWER FRASER","E335466","FRASER RIVER ALONG OLD ORCHARD RD NEAR CHILLIWACK MTN","49.149570","122.049691","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 9:21:00 AM","11/19/2024 8:05:00 AM","12","1178"
"464","LOWER FRASER","E335467","FRASER RIVER ALONG ROSEDALE FERRY RD AT AGASSIZ PICNIC GROUND","49.203359","121.785137","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 10:42:00 AM","11/19/2024 9:35:00 AM","14","1240"
"464","LOWER FRASER","E335468","FRASER RIVER OFF BRISTOL ISLAND RD NEAR HOPE","49.376070","121.485898","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 11:30:00 AM","11/19/2024 11:45:00 AM","11","1094"
"464","LOWER FRASER","E335469","FRASER RIVER NEAR PETERS RD","49.292911","121.664540","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","8/1/2024 6:45:00 AM","11/19/2024 10:20:00 AM","13","1180"
"464","LOWER FRASER","E335470","MOUTH OF NICOMEN SLOUGH BEFORE FRASER RIVER","49.141981","122.182200","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 11:00:00 AM","11/19/2024 10:15:00 AM","10","966"
"464","LOWER FRASER","E335471","MOUTH OF SUMAS RIVER BEFORE FRASER RIVER","49.141080","122.119702","Sampling sites along the lower Fraser River between Mission to Hope. First sampled 2024 Created by Yvonne Lam on 2024-09-05","7/30/2024 10:30:00 AM","11/19/2024 9:50:00 AM","11","1033"
"462","NE NICKEL ASSESSMENT","E206521","TECK MESA PE6540 - MESA CREEK","55.054968","121.187814","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","9/18/1985 12:00:00 PM","5/15/2025 9:20:00 AM","233","4445"
"462","NE NICKEL ASSESSMENT","E206526","TECK MESA PE6540 - MAST @ WOLV","55.113793","121.178744","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","9/18/1985 1:00:00 PM","5/15/2025 12:15:00 PM","355","5917"
"462","NE NICKEL ASSESSMENT","E206925","TECK MESA PE6540 - MESA A SEDIMENTATION POND","55.044360","121.180872","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","3/18/1987 11:00:00 AM","5/15/2025 9:50:00 AM","203","5512"
"462","NE NICKEL ASSESSMENT","E219498","TECK MESA PE 6540 - MESA B SEDIMENTATION POND","55.043000","121.169479","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","8/12/1997","5/15/2025 8:55:00 AM","211","2500"
"462","NE NICKEL ASSESSMENT","E227332","TECK QUINTETTE PE6739 - B1 SEDIMENT POND","54.978017","120.998908","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/14/1998","5/14/2025 11:45:00 AM","257","5906"
"462","NE NICKEL ASSESSMENT","E241804","TECK QUINTETTE PE6739 - OUTLET B-2 SED. POND","54.957771","121.092037","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","3/2/2016 10:10:00 AM","2/6/2024 1:15:00 PM","13","22"
"462","NE NICKEL ASSESSMENT","E256634","CONUMA COAL BRULE MINE PE17679 - MSP-D","55.395750","121.811560","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/9/2008 3:15:00 PM","5/14/2025 12:25:00 PM","580","29236"
"462","NE NICKEL ASSESSMENT","E260797","CONUMA COAL WOLVERINE MINE (PE17756) - SP12","55.072347","121.242878","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/20/2016 11:45:00 AM","5/20/2025 1:50:00 PM","112","3024"
"462","NE NICKEL ASSESSMENT","E261238","PEACE RIVER COAL TREND\ROMAN MINE (PE17762) - SP-2","54.902211","120.972370","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/18/2016 11:30:00 AM","10/18/2016 11:30:00 AM","1","1"
"462","NE NICKEL ASSESSMENT","E261280","CONUMA COAL WOLVERINE MINE (PE17756) - SP6","55.081130","121.312333","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/20/2016 12:25:00 PM","9/5/2022","2","5"
"462","NE NICKEL ASSESSMENT","E261281","CONUMA COAL WOLVERINE MINE (PE17756) - SP14","56.061644","121.249240","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","8/1/2022","5/20/2025 2:03:00 PM","130","3313"
"462","NE NICKEL ASSESSMENT","E261282","CONUMA COAL WOLVERINE MINE (PE17756) - SP18","55.059403","121.254033","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","3/13/2023 4:29:00 PM","4/7/2025","27","1002"
"462","NE NICKEL ASSESSMENT","E266162","PEACE RIVER COAL TREND\ROMAN MINE (PE17762) - SP-3","54.889567","120.946810","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/18/2016 12:25:00 PM","10/18/2016 12:25:00 PM","2","2"
"462","NE NICKEL ASSESSMENT","E266163","PEACE RIVER COAL TREND\ROMAN MINE (PE17762) - SP-4","54.895370","120.904990","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/18/2016 11:30:00 AM","10/18/2016 11:30:00 AM","1","1"
"462","NE NICKEL ASSESSMENT","E275489","CONUMA COAL WOLVERINE MINE (PE17756) - SP4B","55.084600","121.217926","NE mine sites collected for assessing nickel discharge Created by Kyle Fukui on 2024-07-24","10/20/2016 12:10:00 PM","5/20/2025 1:23:00 PM","129","994"
