"Location ID","Name","Type","Comment","Country","State","County","Latitude","Longitude","Horizontal Datum","Horizontal Collection Method","Vertical Datum","Vertical Collection Method","Location Groups","Elevation","Elevation Unit","Standards","EA_Closed Date","EA_EMS When Created","EA_EMS When Updated","EA_EMS Who Created","EA_EMS Who Updated","EA_Established Date","EA_Well Tag ID"
"0110254","PORT ALBERNI AT FIREHALL","Air Quality","ROOF OF FIRE HALL - 3699 TENTH AVE.","","","","49.2431","-124.7953","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0110255","PORT ALBERNI AT POST OFFICE","Air Quality","ROOF OF POST OFFICE BUILDING - 4877 ARGYLE ST.","","","","49.235","-124.8036","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0110258","PORT ALBERNI TRS AT SOMASS AUTO COURT","Air Quality","BEHIND SOMASS AUTO COURT - 5279 RIVER ROAD.","","","","49.2617","-124.8244","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0110263","PORT ALBERNI AT AUTO MARINE ELECTRIC","Air Quality","","","","","49.2444","-124.8058","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0110264","PORT ALBERNI AIR; ROOF OF COURTHOUSE","Air Quality","","","","","49.2336","-124.8028","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0110411","CAMPBELL R AIR AT HAGEN`S","Air Quality","HAGEN`S INDUSTRIES ON ORANGE POINT ROAD","","","","50.0669","-125.2753","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","7/13/2017 1:41:41 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0110413","CAMPELL R AIR AT EARLY`S","Air Quality","ROOF OF EARLY`S BUILDING SUPPLIES STORE.","","","","49.9542","-125.2031","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","7/13/2017 1:41:41 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0110415","CAMPBELL R AIR AT PRIVATE PROPERTY","Air Quality","PRIVATE PROPERTY (see notes tab) AT 4590 BARCLAY ROAD","","","","50.0694","-125.2758","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","5/10/2021 10:42:56 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Jeremy Krogh from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0110417","CAMPBELL R AIR AT THOMAS","Air Quality","3921 BARCLAY ROAD CAMPBELL RIVER","","","","50.0483","-125.2678","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:15 AM","3/23/2009 2:49:07 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Robert Gibson from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0110500","PORT ALICE TOWN HALL ROOF","Air Quality"," Comments: Created by automated process from ADAMS data.","","","","50.427777","-127.487777","","1:50,000 scale map","","","","","","","3/10/1985","3/6/2008 9:31:16 AM","1/28/2010 5:36:01 PM","Created by   from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo","3/24/1984",""
"0110501","PORT ALICE-AIR TRAILER BELOW PR1634 LANDFIL","Air Quality","RAYONIER CONSTRUCTION MOBILE HOME AT MILL SITE.","","","","50.3892","-127.4553","","1:50,000 scale map","","","","","","","3/16/2010","11/1/1996 10:41:16 AM","11/15/2012 3:56:52 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Sharon Gunter from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0111503","HARMAC AT M&B ARBORETUM","Air Quality","M & B ARBORETUM - NEAR OFFICE.","","","","49.1325","-123.8603","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0111505","HARMAC AT CAN OXY PARKING LOT","Air Quality","HOOKER CHEMICALS LTD. - ROOF OF COVERED PARKING AREA","","","","49.1392","-123.8639","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0111518","NANAIMO AIR; TOMMY TUCKERS WALLACE ST.","Air Quality","","","","","49.1636","-123.937222","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","1/6/2010 4:35:52 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Robert Gibson from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0111520","NANAIMO AIR; WOOBANK SCHOOL","Air Quality","","","","","49.0947","-123.8522","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","12/31/2002 11:36:01 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Poul Christensen from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120400","BIG QUALICUM RIVER AT HIGHWAY #19A","River, Stream, or Creek","ON NORTH SIDE OF RIVER UPSTREAM OF BRIDGE BEYOND POINT OF SALTWATER INTRUSION - (saltwater intrusion later proven to go up much further on highest tides) - formerly BIG QUALICUM RIVER AT HIGHWAY #19 (created before new highway 19 was put in)","","","","49.3975","-124.6108","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","7/9/2014 2:24:34 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rosie Barlak from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120403","BILSTON CK-ABOVE LUXTON","River, Stream, or Creek","150 FT. ABOVE BRIDGE","","","","48.4222","-123.5396","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","3/29/2001 1:05:46 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120404","LUXTON DITCH ABOVE BILSTON CREEK (PE1721)","Ditch or Culvert","","","","","48.4222","-123.5372","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120405","BILSTON CREEK BELOW LUXTON DITCH","River, Stream, or Creek","150 FT BELOW LUXTON BRIDGE","","","","48.4222","-123.5396","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","3/29/2001 1:06:22 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120420","BROWNS RIVER AT BRIDGE","River, Stream, or Creek","AT PLATEAU ROAD BRIDGE ABOVE PUNTLEDGE RIVER CONFLUENCE","","","","49.6931","-125.0675","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120780","CHEMAINUS RIVER AT HIGHWAY #1","River, Stream, or Creek","","","","","48.8775","-123.7028","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","","","11/1/1996 10:41:16 AM","8/22/2001 8:30:07 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120800","COWICHAN R #1 AT BRIDGE ON SCENIC LOOP","River, Stream, or Creek","AT BRIDGE ON SCENIC LOOP","","","","48.7667","-123.6422","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120802","COWICHAN RIVER AT HIGHWAY #1","River, Stream, or Creek","","","","","48.7719","-123.6964","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120804","COWICHAN RIVER AT 30M ABOVE SOMENOS CREEK","River, Stream, or Creek","","","","","48.7778","-123.675","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","8/25/2010 3:32:01 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Nicole Obee from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120805","COWICHAN RIVER 30M. BELOW PE 1497","River, Stream, or Creek","","","","","48.7744","-123.6808","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120807","COWICHAN RIVER;15 FEET BELOW (PE247)","River, Stream, or Creek","","","","","48.8256","-124.0264","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","3/29/2001 1:07:48 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120808","COWICHAN RIVER; 300M ABOVE (PE247)","River, Stream, or Creek","","","","","48.828","-124.0275","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","3/29/2001 1:10:01 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0120809","COWICHAN RIVER; 150 FT BELOW (PE247)","River, Stream, or Creek","","","","","48.8253","-124.0239","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120811","COWICHAN RIVER;10 M. ABOVE (PE6603)","River, Stream, or Creek","","","","","48.7711","-123.6856","","1:50,000 scale map","","","6603","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/31/1990",""
"0120812","COWICHAN RIVER;50 M. BELOW (PE6603)","River, Stream, or Creek","","","","","48.7714","-123.6828","","1:50,000 scale map","","","6603","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/31/1990",""
"0120813","COWICHAN RIVER;150 M. BELOW (PE6603)","River, Stream, or Creek","","","","","48.7728","-123.6811","","1:50,000 scale map","","","6603","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/31/1990",""
"0120820","CAMPBELL RIVER (PE06858); AT HWY","River, Stream, or Creek","ABOVE CONFLUENCE WITH QUINSAM RIVER","","","","50.0383","-125.2936","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120840","CRAIGFLOWER CREEK AT HWY #1","River, Stream, or Creek","","","","","48.4617","-123.4494","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0120851","COLQUITZ CREEK AT HWY #1","River, Stream, or Creek","AT SMALL CONCRETE WEIR","","","","48.4592","-123.3942","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0121580","ENGLISHMAN RIVER AT PARKSVILLE","River, Stream, or Creek","Sampled from downstream side of Highway 19 bridge in Parksville, BC.","","","","49.3162","-124.28525","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","","","11/1/1996 10:41:16 AM","9/26/2019 4:04:15 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Katy Fraser from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0121800","FRENCH CR AT HIGHWAY #1","River, Stream, or Creek","CREEK AT HIGHWAY.","","","","49.3478","-124.3642","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:16 AM","8/13/2001 1:33:41 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0122380","TAHSIS CO PUMPHOUSE (PE1784); GOLD RIVER","River, Stream, or Creek","BESIDE PUMPING STATION","","","","49.6925","-126.1167","","1:50,000 scale map","","","1784","","","","","11/1/1996 10:41:16 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/21/1990",""
"0122381","GOLD R U/S OF GOLD R VILLAGE","River, Stream, or Creek","GOLD RIVER HALFWAY BETWEEN THE VILLAGE AND TAHSIS MAINLINE BRIDGE - ADJACENT TO HEMLOCK SEED ORCHARD","","","","49.7869","-126.0583","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:11:08 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0122382","GOLD R 200 M U/S OF PE-1784","River, Stream, or Creek","GOLD RIVER 200 METERS D/S OF THE HEBER RIVER AND 200 METERS U/S OF PE1784 DISCHARGE","","","","49.7708","-126.0527","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:11:42 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0122384","GOLD R (PE1784) 50M D/S","River, Stream, or Creek","GOLD RIVER 50 METRES DOWNSTREAM OF PE1784 SEWAGE TREATMENT PLANT DISCHARGE","","","","49.7683","-126.0522","","1:50,000 scale map","","","1784","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/21/1990",""
"0122385","GOLD R (PE1784) BIG BEND","River, Stream, or Creek","GOLD RIVER AT BIG BEND OFF HIGHWAY 200 METRES DOWNSTREAM OF LOGGING DIVISION ROAD","","","","49.7531","-126.0642","","1:50,000 scale map","","","1784","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","8/21/1990",""
"0122700","HOLLINGS CREEK ABOVE PE 451","River, Stream, or Creek","500 FEET ABOVE PE-451 TILE FIELD","","","","48.6529","-123.6529","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:12:38 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0122701","HEBER R U/S OF GOLD R VILLAGE","River, Stream, or Creek","HEBER RIVER 20 METERS U/S OF THE LAST HOUSE ON MAQUINNA CRESCENT","","","","49.7826","-126.0414","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:13:18 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0122705","HENSHAW CR AT HIGHWAY","River, Stream, or Creek","AT BRIDGE ON HIGHWAY","","","","49.6019","-125.5389","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0122710","HEAL CREEK ABOVE HARTLAND","River, Stream, or Creek","","","","","48.5403","-123.461","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:14:00 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0123580","JORDAN RIVER - JUST BELOW B.C. HYDRO STATION","River, Stream, or Creek","","","","","48.4225","-124.0536","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0123981","KOKSILAH RIVER AT HWY #1","River, Stream, or Creek","","","","","48.7562","-123.6765","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/1/2023 12:59:53 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rosie Barlak from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0124380","LITTLE QUALICUM R AT HIGHWAY #1","River, Stream, or Creek","AT BRIDGE ON HWY 1","","","","49.3633","-124.4897","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124710","MILL CREEK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE 2.3 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.7569","-125.2322","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124711","MCKAY CREEK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE 6.0 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.78","-125.2644","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124784","MC-M1","River, Stream, or Creek","30 METRES UPSTREAM FROM THE HYDRO PLANT DISCHARGE TO MYRA CREEK","","","","49.5669","-125.6239","","1:50,000 scale map","","","6858","","","","","11/1/1996 10:41:17 AM","2/6/2018 4:00:54 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rusto Martinka from 10 Vancouver Island, Nanaimo","1/10/1991",""
"0124785","MC-M2","River, Stream, or Creek","75 METRES DOWNSTREAM FROM THE TAILINGS LINE BRIDGE CROSSING","","","","49.5778","-125.5647","","1:50,000 scale map","","","6858","","","","","11/1/1996 10:41:17 AM","2/6/2018 4:01:23 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rusto Martinka from 10 Vancouver Island, Nanaimo","1/10/1991",""
"0124801","MAPLEWOOD DITCH AT LUXTON ROAD","Ditch or Culvert","MAPLEWOOD DITCH JUST PRIOR TO CONFLUENCE WITH THE DITCH ALONG LUXTON ROAD.","","","","48.4264","-123.5353","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124802","VICTORIA(PE01721); BELOW MAPLEWOOD","Ditch or Culvert","25 FEET BELOW CONFLUENCE WITH EFFLUENT FROM MAPLE-WOOD POULTRY","","","","48.4267","-123.5378","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124820","MARBLE RIVER AT PUMP STATION","River, Stream, or Creek","AT LOWER SIDE OF PUMPING STATION TO UTAH MINES","","","","50.5245","-127.4311","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","","","11/1/1996 10:41:17 AM","4/30/2001 4:23:19 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0124830","MARBLEROCK CR AT BUTTLE LAKE","River, Stream, or Creek","CREEK AT BUTTLE LAKE","","","","49.7372","-125.5844","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124840","MILLSTREAM CREEK (BELOW PE103); 25 FT","River, Stream, or Creek","","","","","48.4617","-123.4914","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124841","MILLSTREAM CREEK (PE103); 50 FT. ABOVE","River, Stream, or Creek","","","","","48.4617","-123.4914","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0124842","MILLSTREAM CREEK AT MILLSTREAM ROAD BRIDGE","River, Stream, or Creek","","","","","48.4737","-123.5072","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","3/29/2001 1:14:39 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125180","NANAIMO R. AT HIGHWAY #1","River, Stream, or Creek","SOUTH OF NANAIMO AT THE WATER INTAKE FOR HARMAC PULP MILL EASTOF HIGHWAY BRIDGE","","","","49.0708","-123.8794","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","","","11/1/1996 10:41:17 AM","8/13/2001 1:47:09 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125201","NIMPKISH RIVER AT CHESLAKEES CAMPSITE","River, Stream, or Creek","AT CHESLAKEES CAMPSITE","","","","50.5658","-126.9958","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:17 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0125580","OYSTER RIVER AT HIGHWAY","River, Stream, or Creek","AT BRIDGE ON HWY 1","","","","49.8681","-125.1278","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:18 AM","8/22/2001 8:53:41 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125581","OYSTER RIVER ABOVE OYSTER BOWL CAMP","River, Stream, or Creek","ABOVE OYSTER BOWL CAMPSITE-5 MILES FROM HWY TURNOFF","","","","49.8867","-125.2081","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:18 AM","8/22/2001 8:53:42 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125582","OYSTER R AT LOGGING ROAD BRIDGE","River, Stream, or Creek","OYSTER RIVER AT LOGGING ROAD BRIDGE","","","","49.8842","-125.2744","","1:50,000 scale map","","","5123","","","","","11/1/1996 10:41:18 AM","8/22/2001 8:53:43 AM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125900","PYRRHOTITE CRK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE ABOVE ROCK FACE 8.2 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.7908","-125.2903","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:18 AM","","Created by  EMS from 10 Vancouver Island, Nanaimo","","11/30/1984",""
"0125901","PYRRHOTITE CRK AT BRANCH 126","River, Stream, or Creek","BELOW FALLS ON PYRRHOTITE CR UPSTREAM OF BR 126","","","","49.7741","-125.3047","","1:50,000 scale map","","","","","","","","11/1/1996 10:41:18 AM","3/29/2001 1:17:30 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125902","PIGGOT CR 50M U/S PE-5123","River, Stream, or Creek","50 M ABOVE ROSSITER MAIN/PIGGOT CR BRIDGE (NEAR BR 166) ABOVE OUTFALL","","","","49.7497","-125.3407","","1:50,000 scale map","","","5123","","","","","11/1/1996 10:41:18 AM","3/29/2001 1:17:59 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
"0125903","PIGGOT CREEK 30 M D/S OF STP","River, Stream, or Creek","DOWNSTREAM SIDE OF bridge","","","","49.7514","-125.3425","","1:50,000 scale map","","","5123","","","","","11/1/1996 10:41:18 AM","3/29/2001 1:18:29 PM","Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo","11/30/1984",""
