"Method ID","Method Name","Method Description","Method Source","Observed Property ID"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Aluminum Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Magnesium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Manganese Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Strontium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Molybdenum Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Lithium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Vanadium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Boron Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Sodium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Chromium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Phosphorus Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Antimony Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Tin Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Barium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Cobalt Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Zinc Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Arsenic Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Silicon Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Lead Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Iron Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Silver Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Sulfur Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Beryllium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Selenium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Cadmium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Calcium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Tellurium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Thallium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Potassium Total (fl. conc.)"
"0042","GI HNO3 Dig:  ICP","Sample aliquot taken from unfiltered unpreserved General Ions bottle; HNO3 digestion; ICP analysis.","EMS Migration","Nickel Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Antimony Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Cadmium Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Lead Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Chromium Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Copper Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Cadmium-Soluble (mass flux)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Cobalt Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Aluminum Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Copper Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Lead Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Iron Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Aluminum Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Lead-Soluble (mass flux)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Silver Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Zinc Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Nickel Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Silver Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Cadmium Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Antimony Dissolved (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Nickel Total (fl. conc.)"
"0050","Graphite Furnace AA","Graphite Furnace AA","EMS Migration","Manganese Dissolved (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Cadmium Dissolved (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Lead Dissolved (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Silver Total (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Silver Dissolved (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Cadmium Total (fl. conc.)"
"0051","Graphite Furnace AA","Graphite Furnace","EMS Migration","Cobalt Dissolved (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Aluminum Dissolved (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Cobalt Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Copper Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Cadmium Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Aluminum Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Zinc Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Copper Dissolved (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Lead Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Chromium Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Nickel Total (fl. conc.)"
"0060","HNO3 Dig: HGA Analysis","HNO3 Dig: HGA Analysis","EMS Migration","Manganese Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Cobalt Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Cadmium Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Aluminum Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Lead Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Chromium Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Nickel Total (fl. conc.)"
"0061","HNO3 Dig: GFAA Analysis","HNO3 Dig: GFAA Analysis","EMS Migration","Manganese Total (fl. conc.)"
"0070","Ext(Oxime):AA Analysis","Ext(Oxime): AA Analysis","EMS Migration","Molybdenum Dissolved (fl. conc.)"
"0080","Dig:Ext(Oxime):AA Anal.","Dig: Ext(Oxime): AA Anal.","EMS Migration","Molybdenum Total (fl. conc.)"
"0090","Ext.(APDC):AA Anal.","Ext.(APDC): AA Anal.","EMS Migration","Cadmium Dissolved (fl. conc.)"
"0090","Ext.(APDC):AA Anal.","Ext.(APDC): AA Anal.","EMS Migration","Lead Dissolved (fl. conc.)"
"0090","Ext.(APDC):AA Anal.","Ext.(APDC): AA Anal.","EMS Migration","Zinc Dissolved (fl. conc.)"
"0090","Ext.(APDC):AA Anal.","Ext.(APDC): AA Anal.","EMS Migration","Copper Dissolved (fl. conc.)"
"0090","Ext.(APDC):AA Anal.","Ext.(APDC): AA Anal.","EMS Migration","Iron Dissolved (fl. conc.)"
"0095","%5 A.R. Dig:HGA Analysis","%5 A.R. Dig: HGA Analysis","EMS Migration","Chromium Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Copper Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Cadmium Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Zinc Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Lead Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Chromium Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Nickel Total (fl. conc.)"
"0100","Dig:Ext.(APDC):AA Anal.","Dig: Ext.(APDC): AA Anal.","EMS Migration","Iron Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Copper Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Cadmium Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Zinc Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Lead Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Nickel Total (fl. conc.)"
"0105","5%AR Dig:APDC Ext:AA Anl","5%AR Dig: APDC Ext: AA Anl","EMS Migration","Iron Total (fl. conc.)"
"0150","Ext(Cupf.):AA Anal.","Ext(Cupf.): AA Anal.","EMS Migration","Vanadium Dissolved (fl. conc.)"
"0160","Dig:Ext(Cupf.):AA Anal.","Dig: Ext(Cupf.): AA Anal.","EMS Migration","Vanadium Dissolved (fl. conc.)"
"0170","Hydride/ICP Anal.","Hydride/ICP Anal.","EMS Migration","Arsenic Dissolved (fl. conc.)"
"0180","HNO3 Dig:Hydride ICP","HNO3 Dig: Hydride ICP","EMS Migration","Selenium Total (fl. conc.)"
"0180","HNO3 Dig:Hydride ICP","HNO3 Dig: Hydride ICP","EMS Migration","Arsenic Dissolved (fl. conc.)"
"0180","HNO3 Dig:Hydride ICP","HNO3 Dig: Hydride ICP","EMS Migration","Arsenic Total (fl. conc.)"
"0181","HCl/K2S2O8: Hydride: ICP","HCl/K2S2O8, Hydride; ICP","EMS Migration","Selenium Total (fl. conc.)"
"0181","HCl/K2S2O8: Hydride: ICP","HCl/K2S2O8, Hydride; ICP","EMS Migration","Arsenic Dissolved (fl. conc.)"
"0181","HCl/K2S2O8: Hydride: ICP","HCl/K2S2O8, Hydride; ICP","EMS Migration","Arsenic Total (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Antimony Total (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Selenium Dissolved (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Selenium Total (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Arsenic Dissolved (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Antimony Dissolved (fl. conc.)"
"0185","Hydr.At.Absorp.Spec(H2O)","Hydr.At.Absorp.Spec(H2O)","EMS Migration","Arsenic Total (fl. conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Cadmium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Nickel Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Cobalt Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Aluminum Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Phosphorus Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Chromium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Tin Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Arsenic Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Vanadium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Magnesium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Zinc Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Strontium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Manganese Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Titanium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Selenium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Barium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Boron Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Lead Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Beryllium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Iron Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Antimony Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Molybdenum Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Silicon Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Sulfur Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Calcium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Thallium Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Copper Total (mass conc.)"
"0190","D&G:N/P Dig:ICP Anal.","Sample is dried and grind-mixed before nitric perchloric digestion followed by ICP analysis.","EMS Migration","Tellurium Total (mass conc.)"
"0192","Hom: Nitric/Perchlor:ICP","Sample already in a dry state so does not require drying before homogenization and nitric perchlorid digestion followed by ICP analysis.","EMS Migration","Cadmium Total (mass conc.)"
