"location_id","name","type","comment","country","state","county","latitude","longitude","horizontal_datum","horizontal_collection_method","vertical_datum","vertical_collection_method","location_groups","elevation","elevation_unit","standards","ea_closed_date","ea_ems_when_created","ea_ems_when_updated","ea_ems_who_created","ea_ems_who_updated","ea_established_date","ea_well_tag_id"
"0110200","GOLD RIVER; GULF BULK STN","Air Quality","300 FEET EAST OF CHIP PILE AT GULF BULK STATION","","","","49.6814","-126.1175","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110251","PORT ALBERNI AT HEALTH UNIT","Air Quality","ROOF OF HEALTH BRANCH OFFICE - 4711 ELIZABETH ST","","","","49.26","-124.8089","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110254","PORT ALBERNI AT FIREHALL","Air Quality","ROOF OF FIRE HALL - 3699 TENTH AVE.","","","","49.2431","-124.7953","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110255","PORT ALBERNI AT POST OFFICE","Air Quality","ROOF OF POST OFFICE BUILDING - 4877 ARGYLE ST.","","","","49.235","-124.8036","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110258","PORT ALBERNI TRS AT SOMASS AUTO COURT","Air Quality","BEHIND SOMASS AUTO COURT - 5279 RIVER ROAD.","","","","49.2617","-124.8244","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110263","PORT ALBERNI AT AUTO MARINE ELECTRIC","Air Quality","","","","","49.2444","-124.8058","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110264","PORT ALBERNI AIR; ROOF OF COURTHOUSE","Air Quality","","","","","49.2336","-124.8028","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0110411","CAMPBELL R AIR AT HAGEN`S","Air Quality","HAGEN`S INDUSTRIES ON ORANGE POINT ROAD","","","","50.0669","-125.2753","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,2017-07-13 13:41:41,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0110413","CAMPELL R AIR AT EARLY`S","Air Quality","ROOF OF EARLY`S BUILDING SUPPLIES STORE.","","","","49.9542","-125.2031","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,2017-07-13 13:41:41,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0110415","CAMPBELL R AIR AT PRIVATE PROPERTY","Air Quality","PRIVATE PROPERTY (see notes tab) AT 4590 BARCLAY ROAD","","","","50.0694","-125.2758","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,2021-05-10 10:42:56,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Jeremy Krogh from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0110417","CAMPBELL R AIR AT THOMAS","Air Quality","3921 BARCLAY ROAD CAMPBELL RIVER","","","","50.0483","-125.2678","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:15,2009-03-23 14:49:07,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Robert Gibson from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0110500","PORT ALICE TOWN HALL ROOF","Air Quality","Comments: Created by automated process from ADAMS data.","","","","50.427777","-127.487777","","1:50,000 scale map","","","","","","",1985-03-10,2008-03-06 09:31:16,2010-01-28 17:36:01,"Created by   from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1984-03-24,""
"0110501","PORT ALICE-AIR TRAILER BELOW PR1634 LANDFIL","Air Quality","RAYONIER CONSTRUCTION MOBILE HOME AT MILL SITE.","","","","50.3892","-127.4553","","1:50,000 scale map","","","","","","",2010-03-16,1996-11-01 10:41:16,2012-11-15 15:56:52,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Sharon Gunter from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0111503","HARMAC AT M&B ARBORETUM","Air Quality","M & B ARBORETUM - NEAR OFFICE.","","","","49.1325","-123.8603","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0111505","HARMAC AT CAN OXY PARKING LOT","Air Quality","HOOKER CHEMICALS LTD. - ROOF OF COVERED PARKING AREA","","","","49.1392","-123.8639","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0111518","NANAIMO AIR; TOMMY TUCKERS WALLACE ST.","Air Quality","","","","","49.1636","-123.937222","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2010-01-06 16:35:52,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Robert Gibson from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0111520","NANAIMO AIR; WOOBANK SCHOOL","Air Quality","","","","","49.0947","-123.8522","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2002-12-31 11:36:01,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Poul Christensen from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120400","BIG QUALICUM RIVER AT HIGHWAY #19A","River, Stream, or Creek","ON NORTH SIDE OF RIVER UPSTREAM OF BRIDGE BEYOND POINT OF SALTWATER INTRUSION - (saltwater intrusion later proven to go up much further on highest tides) - formerly BIG QUALICUM RIVER AT HIGHWAY #19 (created before new highway 19 was put in)","","","","49.3975","-124.6108","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2014-07-09 14:24:34,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rosie Barlak from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120403","BILSTON CK-ABOVE LUXTON","River, Stream, or Creek","150 FT. ABOVE BRIDGE","","","","48.4222","-123.5396","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2001-03-29 13:05:46,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120404","LUXTON DITCH ABOVE BILSTON CREEK (PE1721)","Ditch or Culvert","","","","","48.4222","-123.5372","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120405","BILSTON CREEK BELOW LUXTON DITCH","River, Stream, or Creek","150 FT BELOW LUXTON BRIDGE","","","","48.4222","-123.5396","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2001-03-29 13:06:22,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120420","BROWNS RIVER AT BRIDGE","River, Stream, or Creek","AT PLATEAU ROAD BRIDGE ABOVE PUNTLEDGE RIVER CONFLUENCE","","","","49.6931","-125.0675","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120780","CHEMAINUS RIVER AT HIGHWAY #1","River, Stream, or Creek","","","","","48.8775","-123.7028","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1996-11-01 10:41:16,2001-08-22 08:30:07,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120800","COWICHAN R #1 AT BRIDGE ON SCENIC LOOP","River, Stream, or Creek","AT BRIDGE ON SCENIC LOOP","","","","48.7667","-123.6422","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120802","COWICHAN RIVER AT HIGHWAY #1","River, Stream, or Creek","","","","","48.7719","-123.6964","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120804","COWICHAN RIVER AT 30M ABOVE SOMENOS CREEK","River, Stream, or Creek","","","","","48.7778","-123.675","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2010-08-25 15:32:01,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Nicole Obee from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120805","COWICHAN RIVER 30M. BELOW PE 1497","River, Stream, or Creek","","","","","48.7744","-123.6808","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120807","COWICHAN RIVER;15 FEET BELOW (PE247)","River, Stream, or Creek","","","","","48.8256","-124.0264","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2001-03-29 13:07:48,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120808","COWICHAN RIVER; 300M ABOVE (PE247)","River, Stream, or Creek","","","","","48.828","-124.0275","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2001-03-29 13:10:01,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0120809","COWICHAN RIVER; 150 FT BELOW (PE247)","River, Stream, or Creek","","","","","48.8253","-124.0239","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120811","COWICHAN RIVER;10 M. ABOVE (PE6603)","River, Stream, or Creek","","","","","48.7711","-123.6856","","1:50,000 scale map","","","6603","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-31,""
"0120812","COWICHAN RIVER;50 M. BELOW (PE6603)","River, Stream, or Creek","","","","","48.7714","-123.6828","","1:50,000 scale map","","","6603","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-31,""
"0120813","COWICHAN RIVER;150 M. BELOW (PE6603)","River, Stream, or Creek","","","","","48.7728","-123.6811","","1:50,000 scale map","","","6603","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-31,""
"0120820","CAMPBELL RIVER (PE06858); AT HWY","River, Stream, or Creek","ABOVE CONFLUENCE WITH QUINSAM RIVER","","","","50.0383","-125.2936","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120840","CRAIGFLOWER CREEK AT HWY #1","River, Stream, or Creek","","","","","48.4617","-123.4494","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0120851","COLQUITZ CREEK AT HWY #1","River, Stream, or Creek","AT SMALL CONCRETE WEIR","","","","48.4592","-123.3942","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0121580","ENGLISHMAN RIVER AT PARKSVILLE","River, Stream, or Creek","Sampled from downstream side of Highway 19 bridge in Parksville, BC.","","","","49.3162","-124.28525","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1996-11-01 10:41:16,2019-09-26 16:04:15,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Katy Fraser from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0121800","FRENCH CR AT HIGHWAY #1","River, Stream, or Creek","CREEK AT HIGHWAY.","","","","49.3478","-124.3642","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:16,2001-08-13 13:33:41,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0122380","TAHSIS CO PUMPHOUSE (PE1784); GOLD RIVER","River, Stream, or Creek","BESIDE PUMPING STATION","","","","49.6925","-126.1167","","1:50,000 scale map","","","1784","","","",NA,1996-11-01 10:41:16,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-21,""
"0122381","GOLD R U/S OF GOLD R VILLAGE","River, Stream, or Creek","GOLD RIVER HALFWAY BETWEEN THE VILLAGE AND TAHSIS MAINLINE BRIDGE - ADJACENT TO HEMLOCK SEED ORCHARD","","","","49.7869","-126.0583","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:11:08,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0122382","GOLD R 200 M U/S OF PE-1784","River, Stream, or Creek","GOLD RIVER 200 METERS D/S OF THE HEBER RIVER AND 200 METERS U/S OF PE1784 DISCHARGE","","","","49.7708","-126.0527","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:11:42,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0122384","GOLD R (PE1784) 50M D/S","River, Stream, or Creek","GOLD RIVER 50 METRES DOWNSTREAM OF PE1784 SEWAGE TREATMENT PLANT DISCHARGE","","","","49.7683","-126.0522","","1:50,000 scale map","","","1784","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-21,""
"0122385","GOLD R (PE1784) BIG BEND","River, Stream, or Creek","GOLD RIVER AT BIG BEND OFF HIGHWAY 200 METRES DOWNSTREAM OF LOGGING DIVISION ROAD","","","","49.7531","-126.0642","","1:50,000 scale map","","","1784","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1990-08-21,""
"0122700","HOLLINGS CREEK ABOVE PE 451","River, Stream, or Creek","500 FEET ABOVE PE-451 TILE FIELD","","","","48.6529","-123.6529","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:12:38,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0122701","HEBER R U/S OF GOLD R VILLAGE","River, Stream, or Creek","HEBER RIVER 20 METERS U/S OF THE LAST HOUSE ON MAQUINNA CRESCENT","","","","49.7826","-126.0414","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:13:18,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0122705","HENSHAW CR AT HIGHWAY","River, Stream, or Creek","AT BRIDGE ON HIGHWAY","","","","49.6019","-125.5389","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0122710","HEAL CREEK ABOVE HARTLAND","River, Stream, or Creek","","","","","48.5403","-123.461","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:14:00,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0123580","JORDAN RIVER - JUST BELOW B.C. HYDRO STATION","River, Stream, or Creek","","","","","48.4225","-124.0536","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0123981","KOKSILAH RIVER AT HWY #1","River, Stream, or Creek","","","","","48.7562","-123.6765","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2023-03-01 12:59:53,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rosie Barlak from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0124380","LITTLE QUALICUM R AT HIGHWAY #1","River, Stream, or Creek","AT BRIDGE ON HWY 1","","","","49.3633","-124.4897","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124710","MILL CREEK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE 2.3 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.7569","-125.2322","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124711","MCKAY CREEK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE 6.0 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.78","-125.2644","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124784","MC-M1","River, Stream, or Creek","30 METRES UPSTREAM FROM THE HYDRO PLANT DISCHARGE TO MYRA CREEK","","","","49.5669","-125.6239","","1:50,000 scale map","","","6858","","","",NA,1996-11-01 10:41:17,2018-02-06 16:00:54,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rusto Martinka from 10 Vancouver Island, Nanaimo",1991-01-10,""
"0124785","MC-M2","River, Stream, or Creek","75 METRES DOWNSTREAM FROM THE TAILINGS LINE BRIDGE CROSSING","","","","49.5778","-125.5647","","1:50,000 scale map","","","6858","","","",NA,1996-11-01 10:41:17,2018-02-06 16:01:23,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rusto Martinka from 10 Vancouver Island, Nanaimo",1991-01-10,""
"0124801","MAPLEWOOD DITCH AT LUXTON ROAD","Ditch or Culvert","MAPLEWOOD DITCH JUST PRIOR TO CONFLUENCE WITH THE DITCH ALONG LUXTON ROAD.","","","","48.4264","-123.5353","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124802","VICTORIA(PE01721); BELOW MAPLEWOOD","Ditch or Culvert","25 FEET BELOW CONFLUENCE WITH EFFLUENT FROM MAPLE-WOOD POULTRY","","","","48.4267","-123.5378","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124820","MARBLE RIVER AT PUMP STATION","River, Stream, or Creek","AT LOWER SIDE OF PUMPING STATION TO UTAH MINES","","","","50.5245","-127.4311","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1996-11-01 10:41:17,2001-04-30 16:23:19,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0124830","MARBLEROCK CR AT BUTTLE LAKE","River, Stream, or Creek","CREEK AT BUTTLE LAKE","","","","49.7372","-125.5844","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124840","MILLSTREAM CREEK (BELOW PE103); 25 FT","River, Stream, or Creek","","","","","48.4617","-123.4914","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124841","MILLSTREAM CREEK (PE103); 50 FT. ABOVE","River, Stream, or Creek","","","","","48.4617","-123.4914","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0124842","MILLSTREAM CREEK AT MILLSTREAM ROAD BRIDGE","River, Stream, or Creek","","","","","48.4737","-123.5072","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,2001-03-29 13:14:39,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125180","NANAIMO R. AT HIGHWAY #1","River, Stream, or Creek","SOUTH OF NANAIMO AT THE WATER INTAKE FOR HARMAC PULP MILL EASTOF HIGHWAY BRIDGE","","","","49.0708","-123.8794","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1996-11-01 10:41:17,2001-08-13 13:47:09,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125201","NIMPKISH RIVER AT CHESLAKEES CAMPSITE","River, Stream, or Creek","AT CHESLAKEES CAMPSITE","","","","50.5658","-126.9958","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:17,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0125580","OYSTER RIVER AT HIGHWAY","River, Stream, or Creek","AT BRIDGE ON HWY 1","","","","49.8681","-125.1278","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:18,2001-08-22 08:53:41,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125581","OYSTER RIVER ABOVE OYSTER BOWL CAMP","River, Stream, or Creek","ABOVE OYSTER BOWL CAMPSITE-5 MILES FROM HWY TURNOFF","","","","49.8867","-125.2081","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:18,2001-08-22 08:53:42,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125582","OYSTER R AT LOGGING ROAD BRIDGE","River, Stream, or Creek","OYSTER RIVER AT LOGGING ROAD BRIDGE","","","","49.8842","-125.2744","","1:50,000 scale map","","","5123","","","",NA,1996-11-01 10:41:18,2001-08-22 08:53:43,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by Judith R. Burke from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125900","PYRRHOTITE CRK AT TSOLUM MAIN","River, Stream, or Creek","UPSTREAM SIDE ABOVE ROCK FACE 8.2 KM FROM TSOLUM MAIN/BR 62 FORK","","","","49.7908","-125.2903","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:18,NA,"Created by  EMS from 10 Vancouver Island, Nanaimo","",1984-11-30,""
"0125901","PYRRHOTITE CRK AT BRANCH 126","River, Stream, or Creek","BELOW FALLS ON PYRRHOTITE CR UPSTREAM OF BR 126","","","","49.7741","-125.3047","","1:50,000 scale map","","","","","","",NA,1996-11-01 10:41:18,2001-03-29 13:17:30,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125902","PIGGOT CR 50M U/S PE-5123","River, Stream, or Creek","50 M ABOVE ROSSITER MAIN/PIGGOT CR BRIDGE (NEAR BR 166) ABOVE OUTFALL","","","","49.7497","-125.3407","","1:50,000 scale map","","","5123","","","",NA,1996-11-01 10:41:18,2001-03-29 13:17:59,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
"0125903","PIGGOT CREEK 30 M D/S OF STP","River, Stream, or Creek","DOWNSTREAM SIDE OF bridge","","","","49.7514","-125.3425","","1:50,000 scale map","","","5123","","","",NA,1996-11-01 10:41:18,2001-03-29 13:18:29,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by   from 10 Vancouver Island, Nanaimo",1984-11-30,""
