"location_id","name","type","comment","country","state","county","latitude","longitude","horizontal_datum","horizontal_collection_method","vertical_datum","vertical_collection_method","location_groups","elevation","elevation_unit","standards","ea_closed_date","ea_ems_when_created","ea_ems_when_updated","ea_ems_who_created","ea_ems_who_updated","ea_established_date","ea_well_tag_id"
"E230637","PRINCE RUPERT PE05577 HARBOUR #S1 WOLFE ISLAND","Marine","between Wolfe and Hill Island","","","","54.3194","-130.367","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:23:31,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230638","PRINCE RUPERT PE05577 HARBOUR #S2","Marine","midchannel between Russel Arm and Outfall B","","","","54.3172","-130.3463","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:26:38,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230639","PRINCE RUPERT PE05577 HARBOUR #S5","Marine","midchannel between Melville Arm and Outfall G","","","","54.3203","-130.3333","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:30:52,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230640","PRINCE RUPERT PE05577 HARBOUR #S6","Marine","between Melville Arm and Outfall G 3/4 way from G","","","","54.3253","-130.3387","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:34:11,1998-02-16 11:35:28,"Created by   from 60 Skeena","Updated by   from 60 Skeena",1984-11-30,""
"E230641","PRINCE RUPERT PE05577 HARBOUR #4A","Marine","between Melville Arm and Outfall G 1/4 way from G","","","","54.3172","-130.3295","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:37:32,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230642","PRINCE RUPERT PE05577 HARBOUR #S8","Marine","between Bacon Cove and Outfall J 1/2 way from J","","","","54.3248","-130.3257","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 11:40:21,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230643","PRINCE RUPERT PE05577 HARBOUR #S9","Marine","between Bacon Cove and Outfall J 3/4 way from J","","","","54.3275","-130.3295","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 12:03:50,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230645","PRINCE RUPERT PE05577 HARBOUR #S11 NEAR VIGILANT ISLAND","Marine","near shore north east of Vigilant Island","","","","54.3387","-130.3028","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 13:42:37,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230646","PRINCE RUPERT PE05577 HARBOUR #S12 NEAR CASEY POINT","Marine","near shore off Casey Point","","","","54.2737","-130.3586","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 13:45:09,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230647","PRINCE RUPERT PE05577 HARBOUR #S3","Marine","between Russell Arm and outfall B 3/4 way from B","","","","54.3194","-130.3509","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 13:48:56,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230648","PRINCE RUPERT PE05577 HARBOUR #5A","Marine","midchannel south of Vigilant Island","","","","54.332","-130.3035","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 14:07:05,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230650","PRINCE RUPERT PE05577 HARBOUR #3A","Marine","1/4 way across channel southwest of Pillsbury Point","","","","54.2966","-130.3593","","1:50,000 scale map","","","5577","","","",NA,1998-02-16 14:16:21,NA,"Created by   from 60 Skeena","",1984-11-30,""
"E230677","KOKSILAH RIVER AT END OF FORREST RD","River, Stream, or Creek","Taken upstreamof swimming pool","","","","48.724","-123.6601","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-17 15:37:21,2001-04-30 16:43:34,"Created by Russ Liboiron from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-17,""
"E230678","PETERS BROS RA14546 AESCO GB100P MOBILE ASPHALT PLANT","Stack","","","","","49.478552","-119.563266","","1:50,000 scale map","","","14546","","","",NA,1998-02-17 16:16:40,2023-02-07 11:17:05,"Created by Mike Reiner from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1998-02-17,""
"E230697","TEXADA LOGGING LTD. (PE-14821)","Irrigation Spray/Sludge","effluent discharged through irrigation system","","","","49.3697","-124.616","","1:50,000 scale map","","","14821","","","",NA,1998-02-18 08:28:51,2023-02-07 11:17:05,"Created by Duncan MCLAREN from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1998-02-18,""
"E230718","MCKELVIE CREEK AT TAHSIS INTAKE","River, Stream, or Creek","located at the community water supply intake area just upstream of the dam","","","","49.8444","-126.85","","1:50,000 scale map","","","","","","",NA,1998-02-18 14:34:41,NA,"Created by John Deniseger from 10 Vancouver Island, Nanaimo","",1998-02-18,""
"E230719","ZEBALLOS RIVER AT PUMPHOUSE","River, Stream, or Creek","located above bridge across from pumphouse","","","","49.996","-126.8519","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-18 14:40:07,2001-04-30 16:44:09,"Created by John Deniseger from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-18,""
"E230757","HVC PE376 HIGHMONT TAILINGS SUPERNATANT","Lake or Pond","surface water at Highmont","","","","50.434444","-120.925","","1:50,000 scale map","","","376","1500","m","",NA,1998-02-19 14:42:33,2009-03-04 14:47:20,"Created by DAVID MARDON from 30 Southern Region, Kamloops","Updated by Brian Yamelst from 30 Southern Region, Kamloops",1998-02-19,""
"E230759","HVC PE376 SEWAGE TREATMENT PLANT","Outfall","HVC sewage treatment plant. Discharges to tailings pond.","","","","50.475","-121.02","","1:50,000 scale map","","","376","1150","m","",NA,1998-02-19 14:48:13,2009-03-04 15:26:17,"Created by DAVID MARDON from 30 Southern Region, Kamloops","Updated by Brian Yamelst from 30 Southern Region, Kamloops",1998-02-19,""
"E230761","ILP185","Lake or Pond","watershed code : 238-024000-45900-584-00waterbody Id: 00100LOMI","","","","56.1687","-125.3025","","1:50,000 scale map","","","","1170","m","",NA,1998-02-19 16:01:47,NA,"Created by JENNIFER MCGUIRE from 70 Omineca-Peace, Prince George","",1998-02-19,""
"E230762","UNNAMED LAKE ILP1315","Lake or Pond","watershed code: 238-024000-46400-214-003-360waterbody ID: 00275LOMI","","","","56.0881","-125.3311","","1:50,000 scale map","","","","1250","m","",NA,1998-02-19 16:03:19,NA,"Created by JENNIFER MCGUIRE from 70 Omineca-Peace, Prince George","",1998-02-19,""
"E230763","PE 7192 GALLAGHERS CANYON LAND DEV MW2","Well","Gallaghers Canyon Land Dev. MW2 representative of grdwater quality downgradient of tile field","","","","49.841165","-119.369786","","Geographic Positioning System (NAD27)","","","7192","","","",NA,1998-02-20 08:43:31,2014-01-29 10:56:32,"Created by Geri Huggins from 80 Southern Region, Penticton","Updated by Gerri Huggins from 80 Southern Region, Penticton",1993-01-12,""
"E230765","PE 7192 GALLAGHERS CANYON LAND DEV MW 3","Well","Gallaghers Canyon Land Dev. MW3 representative of grdwater quality downgradient of tile field","","","","49.841369","-119.372735","","Geographic Positioning System (NAD27)","","","7192","","","",NA,1998-02-20 08:47:16,2014-01-29 10:54:55,"Created by Geri Huggins from 80 Southern Region, Penticton","Updated by Gerri Huggins from 80 Southern Region, Penticton",1993-01-12,""
"E230766","PE 7192 GALLAGHERS CANYON LAND DEV MW4","Well","Gallaghers Canyon Land Dev. MW4 representative of grdwater quality downgradient of tile field","","","","49.842163","-119.375549","","Geographic Positioning System (NAD27)","","","7192","","","",NA,1998-02-20 08:48:42,2014-01-29 11:00:29,"Created by Geri Huggins from 80 Southern Region, Penticton","Updated by Gerri Huggins from 80 Southern Region, Penticton",1993-01-12,""
"E230767","PE 7192 GALLAGHERS CANYON LAND DEV MW5","Well","Gallaghers Canyon Land Dev. MW5 representative of grdwater quality downgradient of tile field","","","","49.843841","-119.368937","","Geographic Positioning System (NAD27)","","","7192","","","",NA,1998-02-20 08:50:15,2014-01-29 11:02:51,"Created by Geri Huggins from 80 Southern Region, Penticton","Updated by Gerri Huggins from 80 Southern Region, Penticton",1993-01-12,""
"E230797","SALMON RIVER @ LAPIERRE FARM","River, Stream, or Creek","Automated station downstream of bridge crossing Salmon River at Lapierre`s Farm.  Head S on Shaw Rd ~3 kms SE of Falkland or 2.5 kms SE of Silvernails Rd off of Hwy #97 to Lapierre`s Farm.","","","","50.4727","-119.5271","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-23 15:49:47,2017-07-13 13:41:42,"Created by Marg Sidney from 30 Southern Region, Kamloops","Updated by  EMS from 30 Southern Region, Kamloops",1998-02-23,""
"E230798","MORRISON CREEK @ OUTLET OF FACE LAKE","River, Stream, or Creek","Morrison Creek just upstream of bridge that crosses the outlet of Face Lake at Mile High Resort.","","","","50.5343","-120.6376","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-23 16:09:07,2002-06-21 14:27:17,"Created by Marg Sidney from 30 Southern Region, Kamloops","Updated by Bob Grace from 30 Southern Region, Kamloops",1998-02-23,""
"E230857","3-1 D BELL MINE PE-1505","Ditch or Culvert","Effluent from seepage collection pond CP 3-1 is pumped to the open pit.2013 permit amendment removed site as an authorized discharge location. An annual sample is required.To see original site description and requirements click the More button below. Comments: Original permit requirements: Discharge of effluent from seepage collection pond CP 3-1 to Babine Lake via site 3-1 D.  Annual Average discharge volume is 96 000 m3/year.  Discharge must meet permit limits.Removed as an authorized discharge in 2013 Permit amendment","","","","54.977845","-126.218103","","Geographic Positioning System (Datum not known)","","","1505","","","",NA,1998-02-25 13:53:54,2013-07-25 09:39:34,"Created by Barb Hall from 60 Skeena","Updated by Lisa Torunski from 60 Skeena",1998-02-25,""
"E230877","OKANAGAN AGGREGATES BOEING 200 (RA 15170) ASPHALT PLANT","Stack","","","","","50","-119","","1:50,000 scale map","","","15170","","","",NA,1998-02-25 16:18:22,2023-02-07 11:17:05,"Created by Mike Reiner from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1998-02-25,""
"E230897","FORK LAKE SHALLOW A","Lake or Pond","West bay at south end of lake. Off lot 2 block 14923","","","","48.5183","-123.4838","","GOAT- 1:20,000 TRIM (NAD83)","","","","213","m","",NA,1998-02-26 09:19:06,2001-04-30 16:57:51,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-26,""
"E230898","FORK LAKE SHALLOW B","Lake or Pond","East bay at south end of lake. Off lot 1 block 14923","","","","48.5184","-123.4832","","GOAT- 1:20,000 TRIM (NAD83)","","","","213","m","",NA,1998-02-26 09:23:46,2001-04-30 16:58:34,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-26,""
"E230899","FORK LAKE SHALLOW C","Lake or Pond","East side of lake. Off lot 2 block 3384","","","","48.5192","-123.484","","GOAT- 1:20,000 TRIM (NAD83)","","","","213","m","",NA,1998-02-26 09:28:27,2001-04-30 16:59:08,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-26,""
"E230900","FORK LAKE SHALLOW D","Lake or Pond","North end of lake.","","","","48.5204","-123.4852","","GOAT- 1:20,000 TRIM (NAD83)","","","","213","m","",NA,1998-02-26 09:29:49,2001-04-30 16:59:44,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-26,""
"E230901","FORK LAKE SHALLOW E","Lake or Pond","West side of lake.Off lot 1 block 28882","","","","48.5181","-123.4855","","1:50,000 scale map","","","","213","m","",NA,1998-02-26 09:31:25,NA,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","",1998-02-26,""
"E230902","FORK LAKE SHALLOW F","Lake or Pond","West side of lake.Off lot 8 block 3180","","","","48.5188","-123.4847","","GOAT- 1:20,000 TRIM (NAD83)","","","","213","m","",NA,1998-02-26 09:32:42,2001-04-30 17:11:16,"Created by Rick Nordin from 10 Vancouver Island, Nanaimo","Updated by Rick Nordin from 10 Vancouver Island, Nanaimo",1998-02-26,""
"E230905","PASKA LAKE @ CENTRE","Lake or Pond","Paska Lake (NE of Logan Lake) at deepest part.","","","","50.5247","-120.6548","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-26 10:39:03,1998-02-26 12:12:52,"Created by Marg Sidney from 30 Southern Region, Kamloops","Updated by Marg Sidney from 30 Southern Region, Kamloops",1998-02-26,""
"E230907","RAINY RIVER (UPPER MAINSTEM)","River, Stream, or Creek","FRBC Water Quality & Quantity O.I. Site.  Located at upper bridge crossing.","","","","49.5734","-123.5094","","GOAT- 1:20,000 TRIM (NAD83)","","","","275","m","",NA,1998-02-26 12:48:57,NA,"Created by Liz Freyman from 20 Lower Mainland, Surrey","",1998-02-26,""
"E230911","DAKOTA CREEK (UPPER MAINSTEM)","River, Stream, or Creek","FRBC Water Quality & Quantity O.I. Site.  Located at the North Fork  mainline bridge crossing.","","","","49.5041","-123.5643","","GOAT- 1:20,000 TRIM (NAD83)","","","","725","m","",NA,1998-02-26 13:09:59,NA,"Created by Liz Freyman from 20 Lower Mainland, Surrey","",1998-02-26,""
"E230912","LANG CREEK LOWER","River, Stream, or Creek","(HASLAM/LANG SITE#1)FRBC Water Quality & Quantity O.I. Site - Station 1.  Located approx. 200m upsteam of Hwy. bridge.","","","","49.7785","-124.3717","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-26 13:28:47,2001-11-08 14:08:02,"Created by Liz Freyman from 20 Lower Mainland, Surrey","Updated by Judith R. Burke from 20 Lower Mainland, Surrey",1998-02-26,""
"E230913","ANDERSON CREEK - (HASLAM/LANG SITE #2)","River, Stream, or Creek","FRBC Water Quality & Quantity O.I. Site - Haslam/Lang Station 2.  Located at lower mainstem of Anderson Creek where logging road accesses.","","","","49.8261","-124.4172","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-26 13:34:51,1998-02-26 13:55:45,"Created by Liz Freyman from 20 Lower Mainland, Surrey","Updated by Liz Freyman from 20 Lower Mainland, Surrey",1998-02-26,""
"E230914","BLACKWATER CREEK - (HASLAM/LANG SITE #3)","River, Stream, or Creek","FRBC Water Quality & Quantity O.I. Site - Haslam/Lang Station #3.  Located at the lower logging road bridge crossing Blackwater Creek.","","","","49.852","-124.4281","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-26 13:39:57,1998-02-26 13:54:57,"Created by Liz Freyman from 20 Lower Mainland, Surrey","Updated by Liz Freyman from 20 Lower Mainland, Surrey",1998-02-26,""
"E230915","DUCK LAKE OUTLET - (HASLAM/LANG SITE #4)","River, Stream, or Creek","FRBC Water Quality & Quantity O.I. Site - Haslam/Lang Station #4.  Located at the outlet of Duck Lake into Lang Creek.","","","","49.8482","-124.4468","","GOAT- 1:20,000 TRIM (NAD83)","","","","","","",NA,1998-02-26 13:45:04,NA,"Created by Liz Freyman from 20 Lower Mainland, Surrey","",1998-02-26,""
