"location_id","name","type","comment","country","state","county","latitude","longitude","horizontal_datum","horizontal_collection_method","vertical_datum","vertical_collection_method","location_groups","elevation","elevation_unit","standards","ea_closed_date","ea_ems_when_created","ea_ems_when_updated","ea_ems_who_created","ea_ems_who_updated","ea_established_date","ea_well_tag_id"
"E212982","MASCOT GOLD MINES LTD. DIESEL GENERATOR","Stack","]CORONA - DIESEL GENERATOR EMISSIONS","","","","49.373","-120.0167","","1:50,000 scale map","","","7612","","","",NA,1996-11-01 10:50:21,2005-03-22 11:12:54,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-23,""
"E212983","MASCOT GOLD MINES LTD.  - LAB FUSION FURNACE","Stack","CORONA - LAB FUSION FURNACES EMISSIONSCORONA - LAB FUSION FURNACES EMISSIONS","","","","49.373","-120.0167","","1:50,000 scale map","","","7612","","","",1997-03-10,1996-11-01 10:50:21,2001-07-17 08:55:16,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1990-09-23,""
"E213002","WEYERHAEUSER CANADA LTD.  DUSTFALL #1","Air Quality","WEYERHAEUSER - DUSTFALL #1WEYERHAEUSER -","","","","49.464167","-120.485556","","1:50,000 scale map","","","1846","","","",NA,1996-11-01 10:50:22,2005-03-17 16:01:55,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1993-06-10,""
"E213003","WEYERHAEUSER CANADA LTD. DUSTFALL #2","Air Quality","WEYERHAEUSER - DUSTFALL #2WEYERHAEUSER - DUSTFALL #2","","","","49.464167","-120.485556","","1:50,000 scale map","","","1846","","","",NA,1996-11-01 10:50:22,2005-03-17 16:03:22,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1994-09-29,""
"E213004","WEYERHAEUSER CANADA LTD.   DUSTFALL #3","Air Quality","WEYERHAEUSER - DUSTFALL #3WEYERHAEUSER - DUSTFALL #3","","","","49.464167","-120.485556","","1:50,000 scale map","","","1846","","","",NA,1996-11-01 10:50:22,2005-03-17 16:04:09,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1994-09-29,""
"E213005","WEYERHAEUSER CANADA LTD. DUSTFALL #5","Air Quality","WEYERHAEUSER - DUSTFALL #4WEYERHAEUSER - DUSTFALL #4","","","","49.464167","-120.485556","","1:50,000 scale map","","","1846","","","",NA,1996-11-01 10:50:23,2005-03-17 16:05:01,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1994-09-29,""
"E213006","WEYERHAEUSER CANADA LTD.-  PRINCTON -  UNKNOWN SITE","Air Quality","","","","","49.464167","-120.485556","","1:50,000 scale map","","","1846","","","",NA,1996-11-01 10:50:23,2005-03-17 16:07:06,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-24,""
"E213007","NICKEL PLATE MINE DISCHARGE TO TAILINGS POND","In-Plant","cORONA TAILING, DISCHARGECORONA TAILING, DISCHARGE","","","","49.3552","-120.0233","","1:50,000 scale map","","","7613","","","",NA,1996-11-01 10:50:23,2001-07-17 08:55:25,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1993-06-07,""
"E213009","CORONA MINES  ROCK DUMP TOE","Well","CORONA WELL - ROCK DUMP TOECORONA WELL - ROCK DUMP TOE","","","","49.373","-120.0167","","1:50,000 scale map","","","7613","","","",NA,1996-11-01 10:50:23,2005-03-22 11:14:29,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-24,""
"E213010","CORONA MINES; HEDLEY  WELLS AT DAM TOE","Well","CORONA - WELLS AT DAM TOECORONA - WELLS AT DAM TOE","","","","49.373","-120.0167","","1:50,000 scale map","","","7613","","","",NA,1996-11-01 10:50:23,2005-03-22 11:15:15,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-24,""
"E213011","CORONA MINES; HEDLEY WATER STORAGE POND RETURN","In-Plant","CORONA - WATER STORAGE POND RETURNCORONA - WATER STORAGE POND RETURN","","","","49.373","-120.0167","","1:50,000 scale map","","","7613","","","",NA,1996-11-01 10:50:23,2005-03-22 11:15:52,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-24,""
"E213012","CORONA MINES; HEDLEY  TAILINGS RECLAIM WATER","In-Plant","CORONA - TAILINGS RECLAIM WATERCORONA - TAILINGS RECLAIM WATER","","","","49.373","-120.0167","","1:50,000 scale map","","","7613","","","",NA,1996-11-01 10:50:23,2005-03-22 11:16:45,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-24,""
"E213015","RDNO;OLD VERNON POTTERY RD PR15289","Landfill","RDNO, Old Vernon Landfill, Pottery Rd Closed site","","","","50.2494","-119.2211","","GOAT- 1:20,000 TRIM (NAD83)","","","15289","","","",NA,1996-11-01 10:50:23,2001-07-17 09:04:05,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1990-09-25,""
"E213016","BARBER-GREEN MODEL DM-50 DRUM MIX ASPHALT PL","Stack","stack","","","","49.0228","-118.433","","1:50,000 scale map","","","4787","","","",NA,1996-11-01 10:50:23,2001-07-17 08:55:29,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1990-09-25,""
"E213017","ASPHALT HEATER CANTEX GRAND FORKS RA 4787","Stack","stack","","","","49.023611","-118.434167","","1:50,000 scale map","","","4787","","","",NA,1996-11-01 10:50:23,2005-03-24 11:01:11,"Created by  EMS from 80 Southern Region, Penticton","Updated by Mike Reiner from 80 Southern Region, Penticton",1990-09-25,""
"E213065","BLACKDOME (PE7378) 1865 PORTAL","Seepage or Seepage Pools","Comments:   LEGAL DESCRIPTION SHOULD BE: MINERAL CLAIM DOME NO.1, MINERAL CLAIM DOME NO.2,MINERAL CLAIM DOME NO.7.","","","","51.3047","-122.5165","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:19:40,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-11-08,""
"E213066","BLACKDOME (PE7378) SEPTAGE LAGOON","Infiltration Pond","located near airport for use to dispose of septic tank pumpings","","","","51.3415","-122.4891","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:53:29,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-11-08,""
"E213068","QUESNEL; WELDWOOD (PA-03725) MODIFIED WOOD RESIDUE BURNER","Stack","","","","","52.9468","-122.4875","","GOAT- 1:20,000 TRIM (NAD83)","","","3725","","","",NA,1996-11-01 10:50:25,2005-05-06 15:44:29,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1990-11-08,""
"E213078","BLACKDOME (PE7378) REDBIRD PORTAL","Seepage or Seepage Pools","","","","","51.3337","-122.49","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:20:24,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-12-05,""
"E213079","BLACKDOME (PE7378) 1950 PORTAL","Seepage or Seepage Pools","","","","","51.3378","-122.4762","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:20:58,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-11-08,""
"E213080","BLACKDOME (PE7378) TAILINGS IMPOUNDMENT","Infiltration Pond","tailings discharged in impoundment","","","","51.3221","-122.5061","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:21:27,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-11-08,""
"E213081","BLACKDOME (PE7378) FINAL TAILINGS PUMP BOX","In-Plant","FINAL TAILINGS PUMP BOX-RECORD VOLUME & TYPE OF FLOCCULANT ADDED.","","","","51.3194","-122.5165","","GOAT- 1:20,000 TRIM (NAD83)","","","7378","","","",NA,1996-11-01 10:50:25,1999-08-10 13:21:55,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by DOUGLAS HILL from 50 Cariboo, Williams Lake",1990-11-08,""
"E213083","WMS LAKE; RIVERSIDE (PA-02484) LUMBER TREATMENT SPRAY BOOTH","Stack","","","","","52.1582","-122.1817","","GOAT- 1:20,000 TRIM (NAD83)","","","2484","","","",1999-01-11,1996-11-01 10:50:25,2005-05-06 15:53:40,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1990-11-08,""
"E213090","QUESNEL; WELDWQOOD (PE-1720) LOG POND","Outfall","","","","","52.9452","-122.4877","","GOAT- 1:20,000 TRIM (NAD83)","","","1720","","","",NA,1996-11-01 10:50:26,2005-05-06 15:58:13,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1990-11-08,""
"E213127","ZEBALLOS REFUSE SITE","Landfill","Comments:   UNSERVEYED PORTION OF LOT 77, NOOTKA DISTRICT, 580m N85E FROM THE N.W. CORNER....","","","","49.9689","-126.9097","","1:50,000 scale map","","","7496","","","",NA,1996-11-01 10:50:27,1999-06-14 14:26:07,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1990-11-20,""
"E213132","LANDFILL NORTH AREA ZANARDI RAPIDS (PR3097)","Landfill","","","","","54.2422","-130.2939","","GOAT- 1:20,000 TRIM (NAD83)","","","107929","","","",NA,1996-11-01 10:50:27,1999-12-09 13:12:47,"Created by  EMS from 60 Skeena","Updated by JOHN COLLISON-BAKER from 60 Skeena",1990-11-21,""
"E213134","TWIN EXFILTRATION POND DSCHG","Ditch or Culvert","DISCHARGE FROM SETTLING POND #2","","","","54.2334","-130.3235","","GOAT- 1:20,000 TRIM (NAD83)","","","6698","","","",NA,1996-11-01 10:50:27,1998-10-16 13:46:28,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-11-21,""
"E213135","SOAK-AWAY PIT (PE06698)","Ditch or Culvert","","","","","54.2226","-130.3324","","GOAT- 1:20,000 TRIM (NAD83)","","","6698","","","",NA,1996-11-01 10:50:27,1998-10-16 13:52:20,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-11-21,""
"E213158","350H.P. NATURAL GAS STEAM BOILER (PA1543)","Stack","","","","","54.3861","-126.7259","","GOAT- 1:20,000 TRIM (NAD83)","","","1543","","","",NA,1996-11-01 10:50:28,1998-09-24 16:12:23,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-11-22,""
"E213159","250H.P. NATURAL GAS STEAM BOILER (PA1543)","Stack","","","","","54.3861","-126.7259","","GOAT- 1:20,000 TRIM (NAD83)","","","1543","","","",NA,1996-11-01 10:50:28,1998-09-24 16:13:15,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-11-22,""
"E213163","NORTHWOOD INC. (PA-01543) A PNEUMATIC CHIP CONVEYOR SYSTEM","Stack","4 CHIP BLOWPIPES ASSOCIATED WITH A PNEUMATIC CHIP CONVEYOR SYSTEM. MAX. DISCHARGE RATE 300 M3/MIN, UP TO 16 HOURS/DAY, 260 DAYS/YEAR.","","","","54.3849","-126.7256","","GOAT- 1:20,000 TRIM (NAD83)","","","1543","","","",NA,1996-11-01 10:50:28,1999-02-01 14:35:16,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-22,""
"E213180","WEST FRASER MILLS (PA-01691) 8 LUMBER DRY KILNS","Stack","7 Thermal oil energy system and 1 natural gas fired lumber dry kilns.LUMBER DRIED 200,000 MFBM/YEAR.","","","","54.7567","-127.1464","","1:50,000 scale map","","","1691","","","",NA,1996-11-01 10:50:29,2005-09-09 09:29:50,"Created by  EMS from 60 Skeena","Updated by Barb Hall from 60 Skeena",1990-11-22,""
"E213182","PLANER MILL WOODWASTE BURNER","Stack","1 STACK DIAMETER FROM DISCHARGE POINT","","","","54.7559","-127.1464","","GOAT- 1:20,000 TRIM (NAD83)","","","1691","","","",NA,1996-11-01 10:50:29,1998-10-12 18:58:55,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-11-22,""
"E213183","HOUSTON-TRAILER PARK - EFFLUENT DISPOSAL","Infiltration Pond","n/a Comments:   DISCHARGE OF EFFLUENT FR. GERRY'S TRAILER PARK-HOUSTON. W. 1/2 OF DIST. LOT 337 & DIST. LOT 338, RANGE 5, COAST DISTRICT","","","","54.383333","-126.683333","","GOAT- 1:20,000 TRIM (NAD83)","","","7188","","","",NA,1996-11-01 10:50:29,2005-04-15 14:38:13,"Created by  EMS from 60 Skeena","Updated by Jeanien Carmody-Fallows from 60 Skeena",1990-11-25,""
"E213211","3 NATURAL GAS-FIRED LUMBER DRY KILNS","Stack","","","","","54.5181","-128.6358","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-03-12 13:41:20,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-29,""
"E213212","PLANER MILL CHIP CYCLONE - SSM","Stack","","","","","54.5186","-128.6317","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-03-12 13:42:52,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-29,""
"E213213","PLANER TRIM SAW SAW DUST CYCLONE","Stack","","","","","54.5186","-128.6317","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-04-25 13:51:09,"Created by  EMS from 60 Skeena","Updated by Mark Love from 60 Skeena",1990-11-29,""
"E213214","PLANER SHAVINGS CYCLONE/ HOG FUEL BIN","Stack","","","","","54.5186","-128.6294","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-04-25 13:51:43,"Created by  EMS from 60 Skeena","Updated by Mark Love from 60 Skeena",1990-11-29,""
"E213215","PLANER SHAVINGS CYCLONE/HOGFUEL BIN","Stack","","","","","54.5186","-128.6294","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-04-25 13:52:07,"Created by  EMS from 60 Skeena","Updated by Mark Love from 60 Skeena",1990-11-29,""
"E213216","SAWDUST DISCHARGE CYCLONE/SAWDUST BIN","Stack","","","","","54.5186","-128.6294","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-03-12 13:49:58,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-29,""
"E213217","SAWDUST SUCTION CYCLONE/SAWMILL","Stack","","","","","54.5189","-128.6331","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-03-12 13:51:28,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-29,""
"E213218","CHIP TRANSFER CYCLONE/CHIPPER","Stack","","","","","54.5192","-128.6344","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",NA,1996-11-01 10:50:30,2002-03-12 13:52:39,"Created by  EMS from 60 Skeena","Updated by Hoa Le from 60 Skeena",1990-11-29,""
"E213219","LUMBER END SPRAY BOOTH EXHAUST STACK","Stack","Comments: April 17th 2002 amendment removed site","","","","54.5183","-128.6314","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",2002-04-25,1996-11-01 10:50:30,2002-04-25 13:46:22,"Created by  EMS from 60 Skeena","Updated by Mark Love from 60 Skeena",1990-11-29,""
"E213220","ANTI-SAPSTAIN CHEMICAL SPRAY BOOTH - SSM","Stack","Comments: April 17, 2002 amendement - closed site","","","","54.5181","-128.63","","GOAT- 1:20,000 TRIM (NAD83)","","","3008","","","",2002-04-25,1996-11-01 10:50:30,2002-04-25 13:47:38,"Created by  EMS from 60 Skeena","Updated by Mark Love from 60 Skeena",1990-11-29,""
"E213264","PRINCE RUPERT PE05577 OUTFALL D","Outfall","","","","","54.314","-130.3322","","1:50,000 scale map","","","5577","","","",NA,1996-11-01 10:50:32,1998-02-13 14:04:13,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-12-03,""
"E213266","PRINCE RUPERT PE05577 OUTFALL F","Outfall","","","","","54.315","-130.3287","","1:50,000 scale map","","","5577","","","",NA,1996-11-01 10:50:32,1998-10-16 14:09:59,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-12-03,""
"E213270","PRINCE RUPERT PE0577 HARBOUR NEAR OUTFALL F","Marine","Shoreline water quality near sewage discharge F","","","","54.315","-130.3287","","1:50,000 scale map","","","5577","","","",NA,1996-11-01 10:50:32,1998-10-16 14:11:12,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1990-12-03,""
"E213288","PA-2737: 6 -1500 KW RECIP. COMPRESSOR ENGINES","Stack","6 Exhaust stacks Comments: Lat. & Long. updated Sept 7/01 to coordinates of Prince George regional office.","","","","56.142278","-120.669639","","1:20,000 scale map (NAD27)","","","2737","0","m","",NA,1996-11-01 10:50:32,2005-05-09 10:57:38,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-13,""
"E213292","PA-2737: STATION RELIEF VALUE","Stack","STATION #1 RELIF VALUE Comments: Lat. & Long. updated Sept 7/01 to coordinates of Prince George regional office.","","","","56.141111","-120.669778","","1:20,000 scale map (NAD27)","","","2737","0","m","",NA,1996-11-01 10:50:33,2005-05-09 11:05:57,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-13,""
"E213293","PA-2737: 2-HEATING BOILER STACKS","Stack","2 STATION HEATING BOILER STACKS","","","","56.141944","-120.669639","","1:20,000 scale map (NAD27)","","","2737","","","",NA,1996-11-01 10:50:33,2005-05-09 11:04:20,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-13,""
"E213326","PA-3448: AMINE REBOILER EXHAUST","Stack","AMINE REBOILER EXHAUSTAPPEN. 04","","","","56.656444","-121.213333","","1:20,000 scale map (NAD27)","","","3448","","","",NA,1996-11-01 10:50:34,2005-05-09 13:10:51,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-19,""
"E213328","PA-3448: EMERGENCY GEN. SET EXH.","Stack","EMERGENCY GENERATOR SET EXHAUSTAPP. 06","","","","56.656444","-121.23","","1:20,000 scale map (NAD27)","","","3448","","","",NA,1996-11-01 10:50:34,2005-05-09 13:12:19,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-19,""
"E213349","PA-3457: 3-RECIPROCATING ENGINES","Stack","3-RECIPROCATING ENGINES","","","","56.636889","-121.65475","","1:20,000 scale map (NAD27)","","","3457","","","",NA,1996-11-01 10:50:35,2005-04-27 13:43:15,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213350","PA-3457: WEI KOBES GENERATOR DRIVE UNITS (ONE STAND-BY)","Stack","ENGINE GENERATOR Comments: Lat. & Long. updated Sept 7/01 to coordinates of Prince George regional office.","","","","56.636889","-121.65475","","1:20,000 scale map (NAD27)","","","3457","0","m","",NA,1996-11-01 10:50:35,2005-04-27 13:42:20,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213351","STANDBY GENERATOR","Stack","STANDBY GENERATOR Comments: Lat. & Long. updated Sept 7/01 to coordinates of Prince George regional office.","","","","56.636889","-121.65475","","1:20,000 scale map (NAD27)","","","3457","0","m","",1998-01-30,1996-11-01 10:50:35,2005-04-27 13:34:00,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213352","PA-3457: TWO BOILERS","Stack","TWO BOILERS","","","","56.636889","-121.65475","","1:20,000 scale map (NAD27)","","","3457","","","",NA,1996-11-01 10:50:35,2005-04-27 13:41:27,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213360","PA-3478: WOODWASTE BURNER","Stack","WOODWASTE BURNER (SEE COMMENT) Comments:   MUST NOT EXCEET 20% FOR MORE THAN 10% OF WORK TIME OF EACH SHIFT  MUST NOT EXCEED 20% FOR MORE THAN 30% OF TOTAL DAILY OPERATING TIME","","","","56.238611","-120.772778","","1:20,000 scale map (NAD27)","","","3478","","","",NA,1996-11-01 10:50:36,2005-04-27 10:06:41,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213363","PA-3478: 5-NAT. GAS. DRY KILNS","Stack","5-NATURAL GAS HEATED LUMBER DRY KILNS Comments: 5th kiln added Nov.25/03 amendment","","","","56.238611","-120.772778","","1:20,000 scale map (NAD27)","","","3478","","","",NA,1996-11-01 10:50:36,2005-04-27 10:03:50,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213364","2-PNE. CHIP TRANSFER SYS.","Stack","2-Pneumatic chip transfer systems.  1 rail car chip loading system and 1 truck chip loading system.","","","","55.7","-121.6667","","1:50,000 scale map","","","3478","","","",NA,1996-11-01 10:50:36,2004-08-27 14:45:44,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Lisa Barkowsky from 70 Omineca-Peace, Prince George",1990-12-20,""
"E213392","CAMP CORDERO","Outfall","OUTFALL ABOVE PLUME","","","","50.4467","-125.45","","Geographic Positioning System (Datum not known)","","","5893","","","",NA,1996-11-01 10:50:37,1999-06-14 14:26:08,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1991-01-03,""
"E213405","PORT MANN LANDFILL; DISCHARGE","Landfill","LANDFILL","","","","49.2114","-122.8039","","GOAT- orthoimagery (NAD83)","","","1686","","","",NA,1996-11-01 10:50:37,2005-04-12 11:27:29,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by Dennis Barlow from 20 Lower Mainland, Surrey",1991-01-04,""
