"ID","NAME","Location ID","Location Name","LATITUDE","LONGITUDE","Comments","First Sample","Last Sample","Samples","Results"
"478","TSOLUM 2025","E338664","CULVERT INTO PORTUGUESE CK","49.720985","125.009136"," Created by Rosie Barlak on 2025-06-18","5/21/2025 12:50:00 PM","5/21/2025 12:50:00 PM","1","3"
"477","COPPER MOUNTAIN GW","E287177","GW01 - COPPER MOUNTAIN - PE 261","49.318590","120.500180","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/8/2011 8:00:00 AM","11/19/2025 8:10:00 AM","100","3171"
"477","COPPER MOUNTAIN GW","E287178","GW02 - COPPER MOUNTAIN - PE 261","49.316960","120.507690","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","8/29/2011 1:40:00 PM","11/20/2025 10:20:00 AM","92","3020"
"477","COPPER MOUNTAIN GW","E287188","GW04 - COPPER MOUNTAIN - PE 261","49.333010","120.505520","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/8/2011 9:38:00 AM","2/5/2026 11:41:00 AM","112","3665"
"477","COPPER MOUNTAIN GW","E287189","GW05 - COPPER MOUNTAIN - PE 261","49.337860","120.503580","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/8/2011 10:35:00 AM","2/10/2026 2:28:00 PM","119","3829"
"477","COPPER MOUNTAIN GW","E287190","GW06 - COPPER MOUNTAIN - PE 261","49.311180","120.527520","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/8/2011 12:50:00 PM","12/31/2025 3:15:00 PM","99","3158"
"477","COPPER MOUNTAIN GW","E287191","GW07D - COPPER MOUNTAIN - PE 261","49.359290","120.497260","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","8/10/2011 12:43:00 PM","1/6/2026 2:47:00 PM","98","3272"
"477","COPPER MOUNTAIN GW","E287192","GW08D - COPPER MOUNTAIN - PE 261","49.374630","120.494820","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/10/2011 8:20:00 AM","11/26/2025 10:44:00 AM","110","3454"
"477","COPPER MOUNTAIN GW","E287194","GW10 - COPPER MOUNTAIN - PE 261","49.340580","120.535560","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","1/22/2025 1:56:00 PM","12/17/2025 3:05:00 PM","4","19"
"477","COPPER MOUNTAIN GW","E287196","GW12 - COPPER MOUNTAIN - PE 261","49.331310","120.540378","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","1/22/2025 1:56:00 PM","12/17/2025 1:03:00 PM","4","19"
"477","COPPER MOUNTAIN GW","E287290","GW14 - COPPER MOUNTAIN 261","49.356730","120.504060","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","6/1/2012 2:00:00 PM","12/3/2025 4:02:00 PM","84","2700"
"477","COPPER MOUNTAIN GW","E314872","GW07S - COPPER MOUNTAIN - PE261","49.359290","120.497255","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/4/2011 2:00:00 PM","1/6/2026 10:44:00 AM","111","3463"
"477","COPPER MOUNTAIN GW","E314873","GW08S - COPPER MOUNTAIN - PE 261","49.374630","120.494820","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","11/10/2011 9:36:00 AM","1/5/2026 10:38:00 AM","112","3524"
"477","COPPER MOUNTAIN GW","E335610","TT-22-06 - COPPER MOUNTAIN - PE 261","49.328540","120.502864","Copper Mountain Mine - Groundwater Group Created by  EMS on 2025-05-30","1/22/2025 1:56:00 PM","11/20/2025 2:35:00 PM","7","224"
"476","COPPER MOUNTAIN SW","0500075","SW11 - SIMILKAMEEN R @ SIMILKAMEEN FALLS U/S NEWMONT","49.190583","120.556500","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","4/10/1972 2:35:00 PM","2/3/2026 10:13:00 AM","1257","23005"
"476","COPPER MOUNTAIN SW","0500076","SW07 - COPPER MOUNTAIN - WEST DAM SEEPAGE","49.363100","120.541700","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","8/3/1971 10:45:00 AM","12/5/2024 10:10:00 AM","1797","18293"
"476","COPPER MOUNTAIN SW","0500101","SW03 - WOLFE CK CM RD CULVERT -PE00261","49.374444","120.495083","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","8/3/1971","2/9/2026 10:10:00 AM","2095","45875"
"476","COPPER MOUNTAIN SW","0500398","SW06/27 - NEWMONT PRINCETON EAST DAM SEEPAGE","49.357200","120.500600","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","9/2/1975","12/31/2025 12:00:00 PM","3230","18533"
"476","COPPER MOUNTAIN SW","0500416","SW08 - NEWMONT PRINCETON TAILING POND SUPERNATANT","49.358600","120.528300","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","5/9/1972","1/21/2026 3:56:00 PM","2779","14762"
"476","COPPER MOUNTAIN SW","E249473","SW10 - SIMILCO MINE INGERBELL PIT WATER","49.338900","120.550900","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","10/4/2002 4:00:00 PM","1/14/2026 11:41:00 AM","369","9364"
"476","COPPER MOUNTAIN SW","E254309","SW02 - WOLFE CREEK ABOVE BOTTOM WEIR","49.361700","120.495400","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/17/2011","1/6/2026 10:33:00 AM","1200","28460"
"476","COPPER MOUNTAIN SW","E254311","SW05A - WOLFE CREEK 5KM D/S COPPER MTN RD","49.398800","120.451800","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","2/21/2011","1/20/2026 2:17:00 PM","343","9498"
"476","COPPER MOUNTAIN SW","E266462","SW04 - WOLFE C PE 261; EAST FORK; 7KM U/S  EAST DAM","49.320750","120.503111","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","5/9/2007 1:00:00 PM","2/3/2026 1:00:00 PM","750","21283"
"476","COPPER MOUNTAIN SW","E286689","SW12A - COPPER MOUNTAIN SIMILKAMEEN RIVER D/S ON MINE","49.369156","120.553840","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","7/20/2011","2/3/2026 12:04:00 PM","1102","19998"
"476","COPPER MOUNTAIN SW","E287169","SW09 - LEVEL 6 ADIT DRAINAGE COPPER MOUNTAIN MINE (BC) LTD - PE261","49.325170","120.541310","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","4/25/2011","2/28/2025 12:00:00 PM","1179","16891"
"476","COPPER MOUNTAIN SW","E287170","SW13 - SIMILKAMEEN R. IMMED UPS OF MINE INTAKE PE 261","49.347910","120.548130","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","4/28/2011","2/3/2026 11:29:00 AM","1103","20089"
"476","COPPER MOUNTAIN SW","E287171","SW14 - SEEPAGE INTO WEST FORK OF WOLFE CRK; U/S SW4","49.320010","120.504060","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","5/27/2011","2/4/2026 1:55:00 PM","351","8815"
"476","COPPER MOUNTAIN SW","E287174","SW21 - COPPER MOUNTAIN - PE 261","49.331530","120.505180","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","10/8/2009","1/28/2026 11:20:00 AM","1267","11729"
"476","COPPER MOUNTAIN SW","E287175","SW37 SIMICLO PE 261; D2 SEEP; WEST OF RD AND WOLFE CRK;  200 M UPS OF SW16","49.335600","120.136167","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/23/2011","2/4/2026 11:15:00 AM","785","10728"
"476","COPPER MOUNTAIN SW","E307367","SW38 - SOUTH DUMP SEEPAGE; PE 261","49.311457","120.527141","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","8/22/2011 12:04:00 PM","7/30/2025 5:29:00 AM","649","10341"
"476","COPPER MOUNTAIN SW","E307368","SW46 - COPPER MOUNTAIN - PE 261","49.300234","120.488767","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","8/13/2015 1:18:00 AM","2/3/2026 2:31:00 PM","508","15937"
"476","COPPER MOUNTAIN SW","E307464","SW22 - COPPER MOUNTAIN - PE 261","49.335214","120.523470","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","4/25/2011 12:40:00 PM","12/16/2025 9:00:00 AM","189","1853"
"476","COPPER MOUNTAIN SW","E327892","SW20","49.333272","120.503984","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/17/2022 11:28:00 AM","2/2/2026 2:50:00 PM","143","6442"
"476","COPPER MOUNTAIN SW","E327894","SW51 VERDE","49.353930","120.485434","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/10/2022 9:20:00 AM","2/2/2026 12:00:00 PM","104","4263"
"476","COPPER MOUNTAIN SW","E327895","SW68 PE-261 WOLFE CREEK IMMEDIATELY UPSTREAM OF VERDE CREEK CONFLUENCE","49.354120","120.486306","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/8/2022 10:06:00 AM","2/2/2026 12:33:00 PM","101","4263"
"476","COPPER MOUNTAIN SW","E327896","SW66","49.334450","120.505632","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/10/2022 2:18:00 PM","2/4/2026 11:50:00 AM","49","2085"
"476","COPPER MOUNTAIN SW","E327897","SW69","49.357221","120.494453","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","4/6/2022 9:24:00 AM","2/2/2026 11:30:00 AM","136","6314"
"476","COPPER MOUNTAIN SW","E327898","SW70 WRSA COLLECTION DITCH DOWNSTREAM EAST DAM","49.357284","120.497370","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/21/2022 10:16:00 AM","1/22/2026 11:00:00 AM","64","3277"
"476","COPPER MOUNTAIN SW","E327899","SW71","49.358535","120.499868","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/24/2022 9:17:00 AM","2/4/2026 2:30:00 PM","143","5878"
"476","COPPER MOUNTAIN SW","E327900","SW27","49.363398","120.496784","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/10/2022 9:18:00 AM","2/9/2026 11:57:00 AM","489","3662"
"476","COPPER MOUNTAIN SW","E327901","SW47","49.351543","120.440450","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","5/3/2022 11:30:00 AM","11/13/2025 9:25:00 AM","40","1536"
"476","COPPER MOUNTAIN SW","E334291","SW43 - WOLFE CK WETLAND RECEIVING ENVIRONMENT, 600M NORTH OF SW02","49.366231","120.495225","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/6/2025 10:40:00 AM","2/9/2026 11:08:00 AM","108","6148"
"476","COPPER MOUNTAIN SW","E334372","SW11B - SIMILKAMEEN RIVER IMMEDIATELY UPSTREAM OF MINE","49.304394","120.544669","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/2/2025 12:00:00 PM","12/3/2025 12:00:00 PM","29","1375"
"476","COPPER MOUNTAIN SW","E334644","SW63 - DRAINAGE ON SW SIDE OF NAG NERSA; ADJACENT TO GW06","49.310956","120.527569","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/11/2025 8:40:00 AM","1/7/2026 11:15:00 AM","8","443"
"476","COPPER MOUNTAIN SW","E336164","SW07D - COPPER MOUNTAIN - WEST DAM SEEPAGE U/S OF PUMP PE 261","49.365600","120.546100","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","12/1/2024","1/8/2026 11:15:00 AM","414","1712"
"476","COPPER MOUNTAIN SW","E336165","SW09A - COPPER MOUNTAIN - LEVEL 6 ADIT DRAINAGE U/S OF PUMP PE 261","49.324800","120.540600","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/11/2025 10:30:00 AM","1/7/2026 9:40:00 AM","215","852"
"476","COPPER MOUNTAIN SW","E336166","SW38B - COPPER MOUNTAIN - SOUTH DUMP SEEPAGE U/S OF PUMP PE 261","49.311400","120.527500","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/11/2025 9:10:00 AM","1/7/2026 11:30:00 AM","9","549"
"476","COPPER MOUNTAIN SW","E336167","SW73 - COPPER MOUNTAIN - EAST SEEPAGE TERMINUS POND PE 261","49.361022","120.495008","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/29/2025 11:31:00 AM","1/12/2026 11:40:00 AM","25","1565"
"476","COPPER MOUNTAIN SW","E337084","SW61 COPPER MOUNTAIN MINE (000261) INGERBELLE WASTE ROCK SEEPAGE","49.357100","120.559300","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","1/8/2025 10:05:00 AM","2/3/2026 9:23:00 AM","29","1374"
"476","COPPER MOUNTAIN SW","E337085","SW57 COPPER MOUNTAIN MINE (000261) DEEP GULCH CR TOE INGERBELLE 701 WASTE","49.322100","120.549400","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","5/10/2025 12:00:00 PM","10/29/2025 1:10:00 PM","5","222"
"476","COPPER MOUNTAIN SW","E337086","SW38D COPPER MOUNTAIN MINE (000261) LOWER SW38 PUMPBACK STN","49.311270","120.527700","Copper Mountain Mine - Surface Water Group Created by  EMS on 2025-05-30","3/1/2025","12/31/2025 12:00:00 PM","271","271"
"475","MWMT SITES","E260496","MCBRIDE CREEK 2005","54.097490","127.452800","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","8/29/2005","10/21/2025 11:52:00 AM","66","6445"
"475","MWMT SITES","E272549","MORICE RIVER AT MORICE WEST BRIDGE","54.190750","127.363640","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 2:35:00 PM","11/25/2025 10:54:00 AM","100","9970"
"475","MWMT SITES","E272551","GOSNELL CREEK @ MORICE WEST FSR BRIDGE","54.215370","127.394150","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 12:15:00 PM","5/26/2025 11:12:00 AM","39","4086"
"475","MWMT SITES","E272554","CRYSTAL CREEK","54.197520","127.450900","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 1:00:00 PM","5/26/2025 11:38:00 AM","40","3914"
"475","MWMT SITES","E272556","CUTTHROAT CREEK U/S CUTTHROAT FSR BRIDGE","54.008750","127.481020","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 4:45:00 PM","10/21/2025 12:42:00 PM","69","6670"
"475","MWMT SITES","E272557","NANIKA RIVER @ CUTTHROAT FSR BRIDGE","54.047330","127.427320","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 5:20:00 PM","11/25/2025 12:18:00 PM","74","7210"
"475","MWMT SITES","E272563","SHEA CREEK @ GOSNELL FSR BRIDGE","54.238640","127.518540","Morice Watershed Monitoring Trust sites for QA Created by Lisa Torunski on 2025-04-04","7/22/2008 11:35:00 AM","5/26/2025 10:39:00 AM","42","4100"
"472","BBY6945","E311649","BT3","49.266500","122.934500"," Created by Timothy Gray on 2025-03-06","6/5/2018 10:40:00 AM","2/11/2026 1:11:00 PM","195","585"
"472","BBY6945","E311650","BT5","49.267000","122.937400"," Created by Timothy Gray on 2025-03-06","6/5/2018","2/11/2026 1:19:00 PM","341","980"
"472","BBY6945","E311729","FIRST DOWNSTREAM AVAILABLE SPAWNING HABITAT","49.264522","122.938643"," Created by Timothy Gray on 2025-03-06","6/5/2018 11:25:00 AM","2/11/2026 12:18:00 PM","207","625"
"471","KOKSILAH RIVER 2024","0123981","KOKSILAH RIVER AT HWY #1","48.756200","123.676500"," Created by Rosie Barlak on 2025-02-06","10/13/1971","10/27/2025 8:50:00 AM","1050","14700"
"471","KOKSILAH RIVER 2024","E206976","KOKSILAH RIVER AT KOKSILAH RD","48.729067","123.671478"," Created by Rosie Barlak on 2025-02-06","6/2/1987 10:45:00 AM","11/28/2022 9:54:00 AM","270","3956"
"471","KOKSILAH RIVER 2024","E207425","KOKSILAH RIVER AT PORT RENFREW ROAD","48.642500","123.738300"," Created by Rosie Barlak on 2025-02-06","2/18/1988 11:30:00 AM","10/27/2025 10:05:00 AM","274","4161"
"471","KOKSILAH RIVER 2024","E207426","PATROLAS CREEK AT HILLBANK ROAD","48.719483","123.647347"," Created by Rosie Barlak on 2025-02-06","2/18/1988 11:55:00 AM","10/27/2025 11:25:00 AM","31","1089"
"471","KOKSILAH RIVER 2024","E207427","KELVIN CREEK AT KOKSILAH ROAD","48.748800","123.695300"," Created by Rosie Barlak on 2025-02-06","2/18/1988 12:50:00 PM","10/27/2025 1:35:00 PM","157","3130"
"471","KOKSILAH RIVER 2024","E207433","KOKSILAH RIVER D/S OF KELVIN CREEK","48.750500","123.690300"," Created by Rosie Barlak on 2025-02-06","4/6/1988 10:00:00 AM","11/21/2017 11:12:00 AM","213","2823"
"471","KOKSILAH RIVER 2024","E230098","PATROLAS CREEK AT MOSS ROAD","48.724500","123.659300"," Created by Rosie Barlak on 2025-02-06","1/14/1998 11:00:00 AM","11/28/2022 9:37:00 AM","60","680"
"471","KOKSILAH RIVER 2024","E230099","GLENORA CREEK AT DOUPE ROAD","48.745800","123.716800"," Created by Rosie Barlak on 2025-02-06","1/14/1998 1:20:00 PM","11/28/2022 10:57:00 AM","58","620"
"471","KOKSILAH RIVER 2024","E234128","HOWIE CREEK AT KOKSILAH ROAD","48.731200","123.685100"," Created by Rosie Barlak on 2025-02-06","10/2/1998","11/28/2022 10:27:00 AM","48","637"
"471","KOKSILAH RIVER 2024","E291189","DITCH ACROSS FROM BRIGHT ANGEL PARK","48.737742","123.677661"," Created by Rosie Barlak on 2025-02-06","10/24/2012 10:47:00 AM","11/21/2017 10:20:00 AM","12","78"
"471","KOKSILAH RIVER 2024","E295429","KOKSILAH RIVER D/S BRIGHT ANGEL PARK","48.736783","123.678789"," Created by Rosie Barlak on 2025-02-06","11/5/2013 1:15:00 PM","11/28/2022 10:10:00 AM","28","533"
"471","KOKSILAH RIVER 2024","E331431","KOKSILAH RIVER U/S SUSPENSION BRIDGE BRIGHT ANGEL PARK","48.736450","123.678410"," Created by Rosie Barlak on 2025-02-06","6/29/2023 2:50:00 PM","10/27/2025 12:20:00 PM","8","749"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400187","TELKWA R AT VILLAGE","54.695000","127.053300","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","3/20/1974 8:30:00 AM","9/8/2025 12:55:00 PM","126","5306"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400203","MORICE R AT BRIDGE NEAR HOUSTON","54.375600","126.748600","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","9/11/1972 3:00:00 PM","9/8/2025 10:24:00 AM","98","3473"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400295","BULKLEY R. D/S OF HOUSTON STP OUTFALL","54.393600","126.672500","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","7/10/1974 1:35:00 PM","9/8/2025 10:20:00 AM","450","2146"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400296","BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE","54.396700","126.709200","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","7/10/1974 1:00:00 PM","9/8/2025 9:50:00 AM","106","3249"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400297","BULKLEY RIVER U/S HOUSTON STP","54.400600","126.667500","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","7/10/1974 1:45:00 PM","9/8/2025 10:45:00 AM","235","1945"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400434","BULKLEY R UPSTREAM FROM SMITHERS SEWAGE","54.799400","127.157500","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","6/25/1974 11:45:00 AM","9/8/2025 1:40:00 PM","94","901"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0400435","BULKLEY R. IDZ AT SMITHERS","54.808100","127.166100","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","6/25/1974 11:40:00 AM","9/26/2012 1:10:00 PM","95","781"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","0920088","BULKLEY R AT QUICK","54.617800","126.896700","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","8/1/1966","9/8/2025 12:15:00 PM","345","5096"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","E103595","SMITHERS SEWAGE TREATMENT PLANT","54.806400","127.163100","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","7/31/1989 9:10:00 AM","6/18/2014 2:45:00 PM","213","726"
"470","2025 BULKLEY RIVER WQO ATTAINMENT","E103798","HOUSTON SEWAGE PE00287 TO BULKLEY RIVER","54.395000","126.670000","2025 Bulkley River WQO Attainment program sites to sample and collect 5in30 wq data in Aug/Sept 2025 summer low flows Created by Lisa Torunski on 2025-01-21","7/31/1989 2:05:00 PM","6/19/2014 2:20:00 PM","1515","7233"
"469","2025 BURRARD INLET SED SITES","0300076","ENGLISH BAY CENTRE","49.283900","123.182500","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/2/1989 11:00:00 AM","3/10/2020 10:10:00 AM","119","995"
"469","2025 BURRARD INLET SED SITES","0300080","INDIAN ARM AT CABLE CROSSING","49.331100","122.927200","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/4/1989 12:30:00 PM","3/11/2020 12:38:00 PM","122","1006"
"469","2025 BURRARD INLET SED SITES","E207698","PACIFIC COAST # 11 75 METERS NORTHEAST","49.288600","122.861100","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/17/1988 12:00:00 PM","3/9/2020 10:55:00 AM","108","1142"
"469","2025 BURRARD INLET SED SITES","E207813","COAL HARBOUR - SOUTH SHORE NEAR BAYSHORE HOTEL","49.294500","123.130500","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/3/1989 12:00:00 PM","3/9/2020 2:05:00 PM","144","1594"
"469","2025 BURRARD INLET SED SITES","E207814","FALSE CREEK EAST END","49.273400","123.105100","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/2/1989 12:10:00 PM","3/10/2020 1:30:00 PM","159","1928"
"469","2025 BURRARD INLET SED SITES","E207815","FALSE CREEK BETWEEN GRANVILLE AND CAMBIE","49.269100","123.124600","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/2/1989 11:35:00 AM","3/10/2020 11:50:00 AM","121","1180"
"469","2025 BURRARD INLET SED SITES","E207816","VANCOUVER HARBOUR VANCOUVER WHARVES","49.309400","123.113000","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/3/1989 12:45:00 PM","3/11/2020 10:30:00 AM","145","1673"
"469","2025 BURRARD INLET SED SITES","E207817","VANCOUVER HARBOUR OFF BURRARD DRY DOCK","49.305600","123.077500","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/3/1989 1:20:00 PM","3/11/2020 10:58:00 AM","25","306"
"469","2025 BURRARD INLET SED SITES","E207818","VANCOUVER HARBOUR CLARK DRIVE","49.284700","123.079300","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/3/1989 11:00:00 AM","3/9/2020 12:41:00 PM","147","1935"
"469","2025 BURRARD INLET SED SITES","E207819","VANCOUVER HARBOUR LOCH KATRINE BANK","49.299100","123.077600","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/3/1989 12:01:00 AM","3/9/2020 2:40:00 PM","113","942"
"469","2025 BURRARD INLET SED SITES","E207820","SECOND NARROWS HOOKER CHEMICAL","49.297300","123.013000","2025 BURRARD INLET SED Sampling Locations. 16 sites from 2020 plus up to an additional 4 sites in 2025
 Created by Lisa Torunski on 2025-01-16","5/4/1989 10:30:00 AM","2/5/2009 11:30:00 AM","88","882"
